"time","outputs"
0.536,5.492047574399675 3.626278877455346 1.34 0
0.537,5.475178263354127 3.624099917976235 1.35 0
0.538,5.458187513456502 3.62191312161702 1.36 0
0.539,5.441084394175053 3.619718476039587 1.37 0
0.54,5.423878093606882 3.617515968918215 1.38 0
0.541,5.406577909422545 3.6153055879396 1.39 0
0.542,5.389193239702506 3.61308732080287 1.4 0
0.543,5.371733573674484 3.610861155219605 1.41 0
0.544,5.35420848236084 3.608627078913862 1.42 0
0.545,5.33662760914523 3.606385079622185 1.43 0
0.546,5.319000660267831 3.604135145093633 1.44 0
0.547,5.301337395258524 3.601877263089795 1.45 0
0.548,5.283647617317478 3.59961142138481 1.46 0
0.549,5.26594116365262 3.597337607765385 1.47 0
0.55,5.248227895783529 3.595055810030819 1.48 0
0.551,5.230517689821332 3.592766015993015 1.49 0
0.552,5.212820426734183 3.590468213476508 1.5 0
0.553,5.195145982607934 3.588162390318474 1.51 0
0.554,5.177504218911618 3.58584853436876 1.52 0
0.555,5.159904972777339 3.583526633489894 1.53 0
0.556,5.142358047304172 3.58119667555711 1.54 0
0.5570000000000001,5.124873201895631 3.578858648458364 1.55 0
0.5580000000000001,5.107460142640251 3.576512540094356 1.56 0
0.5590000000000001,5.090128512744776 3.574158338378545 1.57 0
0.5600000000000001,5.072887883029378 3.571796031237173 1.58 0
0.5610000000000001,5.05574774249432 3.56942560660928 1.59 0
0.5620000000000001,5.038717488967332 3.567047052446726 1.6 0
0.5630000000000001,5.021806419840969 3.564660356714207 1.61 0
0.5640000000000001,5.00502372290906 3.562265507389275 1.62 0
0.5650000000000001,4.988378467311314 3.559862492462362 1.63 0
0.5660000000000001,4.971879594595003 3.557451299936789 1.64 0
0.5670000000000001,4.955535909902559 3.555031917828794 1.65 0
0.5680000000000001,4.939356073293767 3.552604334167548 1.66 0
0.5690000000000001,4.923348591211125 3.550168536995169 1.67 0
0.5700000000000001,4.907521808096798 3.547724514366751 1.68 0
0.5710000000000001,4.891883898169427 3.545272254350373 1.69 0
0.5720000000000001,4.876442857368919 3.542811745027123 1.7 0
0.5730000000000001,4.861206495477167 3.540342974491117 1.71 0
0.5740000000000001,4.846182428422463 3.537865930849516 1.72 0
0.5750000000000001,4.831378070775221 3.535380602222545 1.73 0
0.5760000000000001,4.816800628442389 3.53288697674351 1.74 0
0.577,4.80245709156779 3.530385042558824 1.749999999999999 0
0.578,4.788354227645361 3.527874787828016 1.759999999999999 0
0.579,4.774498574852134 3.525356200723757 1.769999999999999 0
0.58,4.760896435607488 3.522829269431873 1.779999999999999 0
0.581,4.747553870365066 3.52029398215137 1.789999999999999 0
0.582,4.734476691643468 3.517750327094447 1.799999999999999 0
0.583,4.721670458301607 3.515198292486518 1.809999999999999 0
0.584,4.709140470064392 3.512637866566229 1.819999999999999 0
0.585,4.696891762304127 3.510069037585477 1.829999999999999 0
0.586,4.684929101082781 3.507491793809428 1.839999999999999 0
0.587,4.67325697846002 3.504906123516538 1.849999999999999 0
0.588,4.661879608071643 3.502312014998567 1.859999999999999 0
0.589,4.650800920982761 3.499709456560602 1.869999999999999 0
0.59,4.640024561819836 3.497098436521074 1.879999999999999 0
0.591,4.629553885185387 3.494478943211774 1.889999999999999 0
0.592,4.619391952358894 3.491850964977874 1.899999999999999 0
0.593,4.609541528287173 3.489214490177947 1.909999999999999 0
0.594,4.600005078867174 3.48656950718398 1.919999999999999 0
0.595,4.590784768523899 3.483916004381399 1.929999999999999 0
0.596,4.581882458085815 3.481253970169081 1.94 0
0.597,4.573299702959877 3.478583392959376 1.95 0
0.598,4.565037751607941 3.475904261178126 1.96 0
0.599,4.557097544326094 3.47321656326468 1.97 0
0.6,4.549479712328077 3.470520287671915 1.98 0
0.601,4.542184577133739 3.467815422866253 1.99 0
0.602,4.535212150263092 3.465101957327681 2 0
0.603,4.528562133236301 3.462379879549766 2.01 0
0.604,4.522233917879578 3.459649178039675 2.02 0
0.605,4.516226586936702 3.456909841318194 2.029999999999999 0
0.606,4.510538914985555 3.454161857919743 2.039999999999999 0
0.607,4.505169369658756 3.4514052163924 2.049999999999999 0
0.608,4.500116113167209 3.448639905297912 2.059999999999999 0
0.609,4.495377004125052 3.445865913211719 2.069999999999999 0
0.61,4.490949599674196 3.443083228722966 2.079999999999998 0
0.611,4.486831157906383 3.440291840434528 2.089999999999998 0
0.612,4.48301864058034 3.437491736963024 2.099999999999998 0
0.613,4.479508716131377 3.434682906938833 2.109999999999998 0
0.614,4.476297762970441 3.431865339006118 2.119999999999997 0
0.615,4.473381873069374 3.429039021822836 2.129999999999997 0
0.616,4.470756855828841 3.426203944060764 2.139999999999997 0
0.616,4.470756855828841 3.426203944060764 2.139999999999997 0
0.617,4.468418242225111 3.423360094405512 2.149999999999997 0
0.618,4.466361289231585 3.420507461556541 2.159999999999997 0
0.619,4.464580984510733 3.417646034227183 2.169999999999996 0
0.62,4.463072051371779 3.414775801144658 2.179999999999996 0
0.621,4.461828953989272 3.411896751050091 2.189999999999996 0
0.622,4.460845902877364 3.409008872698528 2.199999999999996 0
0.623,4.460116860614418 3.406112154858961 2.209999999999996 0
0.624,4.45963554781228 3.403206586314335 2.219999999999995 0
0.625,4.459395449324325 3.400292155861577 2.229999999999995 0
0.626,4.459389820686163 3.397368852311604 2.239999999999995 0
0.627,4.459611694782635 3.394436664489346 2.249999999999995 0
0.628,4.460053888734521 3.391495581233765 2.259999999999994 0
0.629,4.460709010998178 3.388545591397865 2.269999999999994 0
0.63,4.46156946867108 3.38558668384872 2.279999999999994 0
0.631,4.462627474996066 3.382618847467484 2.289999999999994 0
0.632,4.463875057056886 3.379642071149409 2.299999999999994 0
0.633,4.465304063657448 3.376656343803867 2.309999999999993 0
0.634,4.46690617337699 3.373661654354364 2.319999999999993 0
0.635,4.468672902793234 3.370657991738558 2.329999999999993 0
0.636,4.470595614865397 3.367645344908279 2.339999999999993 0
0.637,4.472665527468795 3.364623702829541 2.349999999999993 0
0.638,4.474873722072611 3.361593054482565 2.359999999999992 0
0.639,4.477211152552266 3.358553388861793 2.369999999999992 0
0.64,4.479668654127694 3.355504694975907 2.379999999999992 0
0.641,4.482236952418706 3.352446961847846 2.389999999999992 0
0.642,4.484906672608498 3.349380178514823 2.399999999999991 0
0.643,4.487668348706265 3.346304334028343 2.409999999999991 0
0.644,4.490512432899777 3.343219417454219 2.419999999999991 0
0.645,4.493429304988693 3.340125417872589 2.429999999999991 0
0.646,4.496409281889296 3.337022324377938 2.439999999999991 0
0.647,4.499442627201271 3.333910126079108 2.44999999999999 0
0.648,4.502519560827089 3.33078881209932 2.45999999999999 0
0.649,4.505630268634502 3.32765837157619 2.46999999999999 0
0.65,4.508764912152603 3.324518793661746 2.47999999999999 0
0.651,4.511913638291905 3.321370067522445 2.48999999999999 0
0.652,4.515066589078817 3.318212182339191 2.499999999999989 0
0.653,4.518213911394941 3.315045127307349 2.509999999999989 0
0.654,4.521345766711553 3.311868891636768 2.519999999999989 0
0.655,4.524452340809674 3.308683464551792 2.529999999999989 0
0.656,4.527523853476137 3.30548883529128 2.539999999999988 0
0.657,4.530550568166081 3.302284993108624 2.549999999999988 0
0.658,4.533522801622331 3.299071927271761 2.559999999999988 0
0.659,4.536430933442181 3.295849627063197 2.569999999999988 0
0.66,4.539265415582128 3.292618081780019 2.579999999999988 0
0.661,4.542016781791186 3.289377280733913 2.589999999999987 0
0.662,4.54467565696346 3.286127213251181 2.599999999999987 0
0.663,4.547232766400766 3.282867868672758 2.609999999999987 0
0.664,4.549678944976135 3.279599236354229 2.619999999999987 0
0.665,4.552005146189178 3.276321305665846 2.629999999999987 0
0.666,4.554202451104365 3.273034065992543 2.639999999999986 0
0.667,4.55626207716339 3.269737506733957 2.649999999999986 0
0.668,4.558175386862947 3.266431617304439 2.659999999999986 0
0.669,4.559933896289332 3.263116387133075 2.669999999999986 0
0.67,4.561529283501452 3.2597918056637 2.679999999999986 0
0.671,4.562953396753983 3.256457862354918 2.689999999999985 0
0.672,4.564198262552542 3.253114546680116 2.699999999999985 0
0.673,4.565256093532936 3.24976184812748 2.709999999999985 0
0.674,4.566119296156707 3.246399756200014 2.719999999999985 0
0.675,4.56678047821538 3.243028260415554 2.729999999999984 0
0.676,4.56723245613601 3.239647350306789 2.739999999999984 0
0.677,4.567468262080815 3.236257015421272 2.749999999999984 0
0.678,4.567481150833885 3.232857245321438 2.759999999999984 0
0.679,4.567264606468185 3.229448029584626 2.769999999999984 0
0.68,4.566812348786256 3.226029357803085 2.779999999999983 0
0.681,4.566118339528265 3.222601219584001 2.789999999999983 0
0.6820000000000001,4.565176788341279 3.219163604549507 2.799999999999983 0
0.6830000000000001,4.563982158503875 3.215716502336701 2.809999999999983 0
0.6840000000000001,4.562529172400416 3.212259902597664 2.819999999999983 0
0.6850000000000001,4.560812816739625 3.208793794999472 2.829999999999982 0
0.6860000000000001,4.558828347512273 3.20531816922422 2.839999999999982 0
0.6870000000000001,4.556571294683116 3.201833014969028 2.849999999999982 0
0.6880000000000001,4.554037466612426 3.198338321946065 2.859999999999982 0
0.6890000000000001,4.551222954202773 3.194834079882566 2.869999999999981 0
0.6900000000000001,4.548124134766952 3.19132027852084 2.879999999999981 0
0.6910000000000001,4.544737675613246 3.187796907618295 2.889999999999981 0
0.6920000000000001,4.541060537344483 3.184263956947449 2.899999999999981 0
0.6920000000000001,4.541060537344483 3.184263956947449 2.899999999999981 0
0.6930000000000001,4.537089976867631 3.18072141629595 2.909999999999981 0
0.6940000000000001,4.53282355011096 3.177169275466587 2.91999999999998 0
0.6950000000000001,4.528259114446094 3.17360752427731 2.92999999999998 0
0.6960000000000001,4.52339483081256 3.170036152561246 2.93999999999998 0
0.6970000000000001,4.518229165542735 3.166455150166714 2.94999999999998 0
0.6980000000000001,4.512760891885395 3.162864506957239 2.95999999999998 0
0.6990000000000001,4.506989091226354 3.159264212811573 2.969999999999979 0
0.7000000000000001,4.500913154005002 3.155654257623707 2.979999999999979 0
0.7010000000000001,4.494532780325822 3.152034631302887 2.989999999999979 0
0.7020000000000001,4.487847980264295 3.148405323773633 2.999999999999979 0
0.7030000000000001,4.480859073866883 3.144766324975752 3.009999999999978 0
0.704,4.473566690845097 3.141117624864354 3.019999999999977 0
0.705,4.465971769963938 3.137459213409871 3.029999999999977 0
0.706,4.458075558125339 3.133791080598067 3.039999999999977 0
0.707,4.449879609147487 3.130113216430062 3.049999999999977 0
0.708,4.441385782241245 3.126425610922338 3.059999999999977 0
0.709,4.432596240185172 3.122728254106764 3.069999999999976 0
0.71,4.423513447200937 3.119021136030605 3.079999999999976 0
0.711,4.41414016653125 3.115304246756543 3.089999999999976 0
0.712,4.404479457722652 3.111577576362687 3.099999999999976 0
0.713,4.394534673615897 3.107841114942595 3.109999999999975 0
0.713,4.394534673615897 3.107841114942595 3.109999999999975 0
0.714,4.384309457046861 3.110967983773939 3.11312686883132 0
0.715,4.373807737261246 3.114089947208921 3.116248832266301 0
0.716,4.363033726046624 3.117207000317534 3.119365885374914 0
0.717,4.351991913585623 3.120319138177526 3.122478023234907 0
0.718,4.340687064034358 3.123426355874407 3.125585240931787 0
0.719,4.329124210830472 3.126528648501455 3.128687533558835 0
0.72,4.317308651735407 3.129626011159727 3.131784896217107 0
0.721,4.305245943615806 3.132718438958065 3.134877324015445 0
0.722,4.2929418969692 3.135805927013103 3.137964812070483 0
0.723,4.280402570199367 3.138888470449276 3.141047355506656 0
0.724,4.267634263647029 3.141966064398827 3.144124949456207 0
0.725,4.254643513381765 3.145038704001815 3.147197589059195 0
0.726,4.241437084761284 3.148106384406123 3.150265269463504 0
0.727,4.228021965764386 3.151169100767465 3.153327985824846 0
0.728,4.214405360104224 3.154226848249394 3.156385733306774 0
0.729,4.200594680128637 3.157279622023308 3.159438507080689 0
0.73,4.186597539514572 3.160327417268463 3.162486302325843 0
0.731,4.172421745763804 3.163370229171971 3.165529114229352 0
0.732,4.158075292507363 3.16640805292882 3.1685669379862 0
0.733,4.143566351626244 3.169440883741869 3.17159976879925 0
0.734,4.128903265196211 3.172468716821866 3.174627601879247 0
0.735,4.114094537264608 3.175491547387448 3.177650432444829 0
0.736,4.099148825467313 3.178509370665154 3.180668255722535 0
0.737,4.084074932494104 3.181522181889429 3.183681066946809 0
0.738,4.068881797410859 3.184529976302631 3.186688861360012 0
0.739,4.05357848684715 3.187532749155044 3.189691634212425 0
0.74,4.038174186057937 3.19053049570488 3.19268938076226 0
0.741,4.022678189868172 3.193523211218287 3.195682096275667 0
0.742,4.007099893509259 3.196510890969359 3.198669776026739 0
0.743,3.991448783356407 3.199493530240141 3.201652415297522 0
0.744,3.975734427576021 3.202471124320641 3.204630009378021 0
0.745,3.959966466692358 3.205443668508829 3.207602553566209 0
0.746,3.944154604082759 3.208411158110652 3.210570043168033 0
0.747,3.928308596410837 3.211373588440041 3.213532473497422 0
0.748,3.912438244007063 3.214330954818913 3.216489839876293 0
0.749,3.896553381206242 3.217283252577182 3.219442137634562 0
0.75,3.880663866651413 3.220230477052768 3.222389362110148 0
0.751,3.864779573573747 3.223172623591601 3.225331508648981 0
0.752,3.848910380058033 3.226109687547629 3.22826857260501 0
0.753,3.833066159303351 3.229041664282829 3.231200549340209 0
0.754,3.817256769888562 3.231968549167208 3.234127434224588 0
0.755,3.801492046052202 3.234890337578816 3.237049222636196 0
0.756,3.785781787996382 3.237807024903749 3.23996590996113 0
0.757,3.770135752224271 3.240718606536162 3.242877491593542 0
0.758,3.75456364192067 3.243625077878268 3.245783962935649 0
0.759,3.739075097385214 3.246526434340354 3.248685319397734 0
0.76,3.723679686527592 3.24942267134078 3.25158155639816 0
0.761,3.708386895434213 3.252313784305993 3.254472669363374 0
0.762,3.693206119015593 3.255199768670532 3.257358653727913 0
0.763,3.678146651743708 3.258080619877033 3.260239504934414 0
0.764,3.663217678488456 3.260956333376239 3.26311521843362 0
0.765,3.648428265462262 3.263826904627006 3.265985789684386 0
0.766,3.63378735128177 3.26669232909631 3.268851214153691 0
0.767,3.619303738155443 3.269552602259254 3.271711487316635 0
0.768,3.604986083205757 3.272407719599078 3.274566604656458 0
0.769,3.590842889934573 3.27525767660716 3.27741656166454 0
0.77,3.576882499840087 3.27810246878303 3.28026135384041 0
0.771,3.563113084193653 3.280942091634372 3.283100976691752 0
0.772,3.54954263598457 3.283776540677035 3.285935425734416 0
0.773,3.536178962040809 3.286605811435037 3.288764696492417 0
0.774,3.523029675333434 3.289429899440572 3.291588784497952 0
0.775,3.510102187472322 3.292248800234021 3.294407685291401 0
0.776,3.497403701400591 3.295062509363954 3.297221394421334 0
0.777,3.484941204294931 3.29787102238714 3.300029907444521 0
0.778,3.472721460678865 3.300674334868555 3.302833219925935 0
0.779,3.460751005755718 3.303472442381385 3.305631327438765 0
0.78,3.449036138967887 3.306265340507036 3.308424225564416 0
0.781,3.437582917788752 3.309053024835141 3.311211909892521 0
0.782,3.42639715175338 3.311835490963566 3.313994376020946 0
0.783,3.415484396733888 3.314612734498417 3.316771619555797 0
0.784,3.404849949465123 3.317384751054047 3.319543636111427 0
0.785,3.394498842326071 3.320151536253065 3.322310421310445 0
0.786,3.384435838382129 3.322913085726338 3.325071970783718 0
0.787,3.374665426693148 3.325669395113003 3.327828280170383 0
0.788,3.365191817891864 3.328420460060471 3.330579345117851 0
0.789,3.356018940037088 3.331166276224435 3.333325161281816 0
0.79,3.347150434745751 3.333906839268877 3.336065724326258 0
0.791,3.338589653607609 3.336642144866074 3.338801029923454 0
0.792,3.330339654886157 3.339372188696604 3.341531073753984 0
0.792,3.330339654886157 3.339372188696604 3.341531073753984 0
0.793,3.329510688595607 3.338543222406054 3.340702107463434 0
0.794,3.328783544457619 3.337816078268065 3.339974963325446 0
0.795,3.328158940075666 3.337191473886113 3.339350358943494 0
0.796,3.327637491858866 3.336670025669313 3.338828910726693 0
0.797,3.327219714413651 3.336252248224098 3.338411133281479 0
0.798,3.326906020035923 3.33593855384637 3.33809743890375 0
0.799,3.326696718304158 3.335729252114605 3.337888137171986 0
0.8,3.326592015773898 3.335624549584345 3.337783434641725 0
0.801,3.326592015773898 3.335624549584345 3.337783434641725 0
0.802,3.326696718304158 3.335729252114605 3.337888137171986 0
0.802,3.326696718304158 3.335729252114605 3.337888137171986 0
0.803,3.326906020035923 3.33593855384637 3.33809743890375 0
0.804,3.327219714413651 3.336252248224098 3.338411133281479 0
0.805,3.327637491858866 3.336670025669313 3.338828910726693 0
0.806,3.328158940075666 3.337191473886113 3.339350358943494 0
0.8070000000000001,3.328783544457619 3.337816078268065 3.339974963325446 0
0.8080000000000001,3.329510688595607 3.338543222406054 3.340702107463434 0
0.8090000000000001,3.330339654886157 3.339372188696604 3.341531073753984 0
0.8100000000000001,3.331269625239621 3.340302159050068 3.342461044107448 0
0.8110000000000001,3.332299681887537 3.341332215697984 3.343491100755365 0
0.8120000000000001,3.333428808288355 3.342461342098802 3.344620227156182 0
0.8130000000000001,3.334655890130637 3.343688423941084 3.345847308998465 0
0.8140000000000001,3.335979716432753 3.3450122502432 3.34717113530058 0
0.8150000000000001,3.33739898073797 3.346431514548417 3.348590399605798 0
0.8160000000000001,3.338912282403769 3.347944816214216 3.350103701271596 0
0.8170000000000001,3.340518127984108 3.349550661794555 3.351709546851935 0
0.8180000000000001,3.342214932703276 3.351247466513723 3.353406351571103 0
0.8190000000000001,3.344001022019873 3.35303355583032 3.3551924408877 0
0.8200000000000001,3.34587463327938 3.354907167089827 3.357066052147208 0
0.8210000000000001,3.347833917453689 3.356866451264136 3.359025336321516 0
0.8220000000000001,3.349876940965865 3.358909474776312 3.361068359833693 0
0.8230000000000001,3.352001687598361 3.361034221408808 3.363193106466188 0
0.8240000000000001,3.354206060482773 3.36323859429322 3.3653974793506 0
0.8250000000000001,3.356487884169202 3.365520417979649 3.367679303037029 0
0.8260000000000001,3.358844906773157 3.367877440583604 3.370036325640984 0
0.8270000000000001,3.361274802197895 3.370307336008342 3.372466221065722 0
0.8280000000000001,3.363775172429996 3.372807706240443 3.374966591297824 0
0.8290000000000001,3.366343549905916 3.375376083716362 3.377534968773743 0
0.8290000000000001,3.366343549905916 3.375376083716362 3.377534968773743 0
0.8300000000000001,3.368977399947168 3.378009933757615 3.380168818814995 0
0.8310000000000001,3.371674123261751 3.380706657072198 3.382865542129578 0
0.8320000000000001,3.374431058509333 3.38346359231978 3.38562247737716 0
0.833,3.377245484927673 3.386278018738119 3.3884369037955 0
0.833,3.377245484927673 3.386278018738119 3.3884369037955 0
0.834,3.380842384901045 3.388783278886453 3.390942163943833 0
0.835,3.384605810510891 3.391283099481749 3.393441984539129 0
0.836,3.388527121563372 3.39377747657645 3.395936361633831 0
0.837,3.392597532777743 3.396266406231595 3.398425291288975 0
0.838,3.396808122464126 3.398749884516823 3.400908769574203 0
0.839,3.401149841335888 3.401227907510383 3.403386792567764 0
0.84,3.405613521447918 3.403700471299139 3.40585935635652 0
0.84,3.405613521447918 3.403700471299139 3.40585935635652 0
0.841,3.410189885251998 3.406167571978576 3.408326457035956 0
0.842,3.414869554760312 3.408629205652803 3.410788090710184 0
0.843,3.419643060808072 3.411085368434566 3.413244253491947 0
0.844,3.424500852406094 3.413536056445249 3.415694941502629 0
0.845,3.429433306174119 3.41598126581488 3.418140150872261 0
0.846,3.43443073584555 3.418420992682141 3.420579877739521 0
0.847,3.439483401834239 3.420855233194369 3.423014118251749 0
0.848,3.444581520853875 3.423283983507566 3.425442868564947 0
0.849,3.449715275580481 3.425707239786405 3.427866124843785 0
0.85,3.454874824348484 3.428124998204232 3.430283883261612 0
0.851,3.460050310870793 3.430537254943077 3.432696140000457 0
0.852,3.465231873973289 3.432944006193658 3.435102891251038 0
0.853,3.470409657334116 3.435345248155386 3.437504133212766 0
0.854,3.475573819218176 3.437740977036372 3.439899862093752 0
0.855,3.480714542197199 3.440131189053433 3.442290074110813 0
0.856,3.485822042845821 3.442515880432097 3.444674765489478 0
0.857,3.490886581404077 3.444895047406613 3.447053932463993 0
0.858,3.49589847139679 3.44726868621995 3.44942757127733 0
0.859,3.500848089200359 3.449636793123808 3.451795678181189 0
0.86,3.505725883547495 3.451999364378625 3.454158249436005 0
0.861,3.510522384960543 3.454356396253577 3.456515281310957 0
0.862,3.515228215104061 3.456707885026589 3.458866770083969 0
0.863,3.519834096047443 3.459053826984339 3.46121271204172 0
0.864,3.52433085942843 3.461394218422265 3.463553103479646 0
0.865,3.528709455508481 3.46372905564457 3.46588794070195 0
0.866,3.532960962111052 3.466058334964226 3.468217220021607 0
0.867,3.537076593433975 3.468382052702984 3.470540937760365 0
0.868,3.541047708727231 3.470700205191376 3.472859090248757 0
0.869,3.544865820827556 3.473012788768723 3.475171673826104 0
0.87,3.548522604541468 3.47531979978314 3.477478684840521 0
0.871,3.552009904868414 3.477621234591542 3.479780119648922 0
0.872,3.555319745055959 3.479917089559648 3.482075974617028 0
0.873,3.558444334479031 3.482207361061991 3.484366246119371 0
0.874,3.561376076335479 3.484492045481919 3.486650930539299 0
0.875,3.564107575150324 3.486771139211604 3.488930024268984 0
0.876,3.566631644081307 3.489044638652045 3.491203523709425 0
0.877,3.56894131201853 3.491312540213077 3.493471425270457 0
0.878,3.571029830471174 3.493574840313373 3.495733725370754 0
0.878,3.571029830471174 3.493574840313373 3.495733725370754 0
0.879,3.5728906802345 3.495831535380454 3.497990420437834 0
0.88,3.574517577830561 3.498082621850688 3.500241506908068 0
0.881,3.575904481716254 3.500328096169304 3.502486981226685 0
0.882,3.577045598252601 3.502567954790391 3.504726839847772 0
0.883,3.57793538742936 3.504802194176907 3.506961079234287 0
0.884,3.578568568339314 3.507030810800682 3.509189695858062 0
0.885,3.578940124396841 3.509253801142427 3.511412686199807 0
0.886,3.579045308295618 3.511471161691736 3.513630046749117 0
0.887,3.57887964670055 3.513682888947095 3.515841774004476 0
0.888,3.578438944669319 3.515888979415885 3.518047864473265 0
0.889,3.577719289799162 3.518089429614387 3.520248314671767 0
0.89,3.576717056094809 3.52028423606779 3.52244312112517 0
0.891,3.575428907553748 3.522473395310195 3.524632280367575 0
0.892,3.573851801465288 3.524656903884621 3.526815788942001 0
0.893,3.571982991420159 3.52683475834301 3.52899364340039 0
0.894,3.569820030027679 3.529006955246232 3.531165840303613 0
0.895,3.567360771337816 3.531173491164092 3.533332376221473 0
0.896,3.564603372965734 3.533334362675335 3.535493247732715 0
0.897,3.56154629791675 3.535489566367648 3.537648451425028 0
0.898,3.558188316109888 3.537639098837672 3.539797983895052 0
0.899,3.554528505598524 3.539782956691 3.541941841748381 0
0.9,3.550566253486926 3.54192113654219 3.54408002159957 0
0.9,3.550566253486926 3.54192113654219 3.54408002159957 0
0.901,3.546301256541782 3.539053635014762 3.541212520072142 0.01000000000000001
0.902,3.541733521498102 3.536180448741211 3.538339333798592 0.02000000000000002
0.903,3.536863365059215 3.533301574363008 3.535460459420388 0.03000000000000003
0.904,3.531691413590834 3.530417008530606 3.532575893587986 0.04000000000000004
0.905,3.526218602509513 3.527526747903445 3.529685632960825 0.05000000000000004
0.905,3.526218602509513 3.527526747903445 3.529685632960825 0.05000000000000004
0.906,3.522363820959379 3.523671966353311 3.525830851410691 0.06000000000000005
0.907,3.518405883244093 3.519714028638025 3.521872913695406 0.07000000000000006
0.908,3.514345405772771 3.515653551166703 3.517812436224084 0.08000000000000007
0.909,3.510183106148888 3.51149125154282 3.513650136600201 0.09000000000000008
0.91,3.505919802462091 3.507227947856023 3.509386832913403 0.1000000000000001
0.911,3.501556412480841 3.502864557874773 3.505023442932154 0.1100000000000001
0.912,3.49709395274669 3.498402098140622 3.500560983198003 0.1200000000000001
0.913,3.492533537571075 3.493841682965007 3.496000568022387 0.1300000000000001
0.914,3.487876377935625 3.489184523329557 3.491343408386938 0.1400000000000001
0.915,3.483123780297075 3.484431925691007 3.486590810748388 0.1500000000000001
0.916,3.478277145297944 3.479585290691876 3.481744175749256 0.1600000000000001
0.917,3.473337966384271 3.474646111778203 3.476804996835583 0.1700000000000002
0.918,3.46830782833177 3.469615973725702 3.471774858783082 0.1800000000000002
0.919,3.46318840568184 3.464496551075772 3.466655436133153 0.1900000000000002
0.92,3.457981461089 3.459289606482931 3.461448491540312 0.2000000000000002
0.921,3.452688843581358 3.45399698897529 3.45615587403267 0.2100000000000002
0.922,3.447312486735848 3.44862063212978 3.45077951718716 0.2200000000000002
0.923,3.441854406770019 3.443162552163951 3.445321437221331 0.2300000000000002
0.924,3.436316700552273 3.437624845946205 3.439783731003585 0.2400000000000002
0.925,3.430701543532511 3.432009688926443 3.434168573983823 0.2500000000000002
0.926,3.425011187595222 3.426319332989154 3.428478218046535 0.2600000000000002
0.927,3.419247958837151 3.420556104231083 3.422714989288463 0.2700000000000002
0.928,3.413414255271716 3.414722400665648 3.416881285723028 0.2800000000000002
0.929,3.407512544462464 3.408820689856396 3.410979574913776 0.2900000000000003
0.93,3.401545361087878 3.40285350648181 3.40501239153919 0.3000000000000003
0.931,3.395515304439961 3.396823449833893 3.398982334891274 0.3100000000000003
0.9320000000000001,3.389425035859046 3.390733181252978 3.392892066310358 0.3200000000000003
0.9330000000000001,3.383277276107373 3.384585421501304 3.386744306558685 0.3300000000000003
0.9340000000000001,3.377074802684026 3.378382948077958 3.380541833135339 0.3400000000000003
0.9350000000000001,3.37082044708388 3.372128592477812 3.374287477535192 0.3500000000000003
0.9360000000000001,3.364517092003252 3.365825237397184 3.367984122454564 0.3600000000000003
0.9370000000000001,3.358167668495032 3.359475813888964 3.361634698946344 0.3700000000000003
0.9380000000000001,3.351775153076085 3.353083298470017 3.355242183527397 0.3800000000000003
0.9390000000000001,3.345342564789791 3.346650710183723 3.348809595241103 0.3900000000000003
0.9400000000000001,3.33887296222661 3.340181107620542 3.342339992677922 0.4000000000000004
0.9410000000000001,3.332369440505627 3.333677585899558 3.335836470956939 0.4100000000000004
0.9420000000000001,3.325835128220037 3.327143273613969 3.329302158671349 0.4200000000000004
0.9430000000000001,3.319273184349608 3.32058132974354 3.32274021480092 0.4300000000000004
0.9440000000000001,3.312686795143145 3.313994940537077 3.316153825594458 0.4400000000000004
0.9450000000000001,3.30607917097405 3.307387316367981 3.309546201425362 0.4500000000000004
0.9460000000000001,3.299453543172066 3.300761688565998 3.302920573623378 0.4600000000000004
0.9470000000000001,3.292813160834351 3.294121306228283 3.296280191285663 0.4700000000000004
0.9480000000000001,3.286161287619007 3.287469433012939 3.289628318070319 0.4800000000000004
0.9490000000000001,3.279501198524246 3.280809343918178 3.282968228975558 0.4900000000000004
0.9500000000000001,3.272836176656361 3.274144322050292 3.276303207107673 0.5000000000000004
0.9510000000000001,3.266169509989694 3.267477655383626 3.269636540441006 0.5100000000000005
0.9520000000000001,3.259504488121808 3.26081263351574 3.26297151857312 0.5200000000000005
0.9530000000000001,3.252844399027047 3.254152544420979 3.256311429478359 0.5300000000000005
0.9540000000000001,3.246192525811703 3.247500671205635 3.249659556263016 0.5400000000000005
0.9550000000000001,3.239552143473988 3.24086028886792 3.243019173925301 0.5500000000000005
0.9560000000000001,3.232926515672005 3.234234661065936 3.236393546123317 0.5600000000000005
0.9570000000000001,3.226318891502909 3.227627036896841 3.229785921954221 0.5700000000000005
0.9580000000000001,3.219732502296446 3.221040647690378 3.223199532747759 0.5800000000000005
0.9590000000000001,3.213170558426017 3.214478703819949 3.21663758887733 0.5900000000000005
0.96,3.206636246140428 3.20794439153436 3.21010327659174 0.5999999999999994
0.961,3.200132724419444 3.201440869813376 3.203599754870757 0.6099999999999994
0.962,3.193663121856264 3.194971267250196 3.197130152307576 0.6199999999999994
0.963,3.18723053356997 3.188538678963901 3.190697564021282 0.6299999999999994
0.964,3.180838018151023 3.182146163544955 3.184305048602335 0.6399999999999995
0.965,3.174488594642803 3.175796740036735 3.177955625094115 0.6499999999999995
