"time","outputs"
0.983,3.069387674067223 3.069529326541793 3.077951750179081 0.8299999999999996
0.984,3.064357536014722 3.064499188489292 3.07292161212658 0.8399999999999996
0.985,3.059418357101049 3.059560009575619 3.067982433212908 0.8499999999999996
0.986,3.054571722101918 3.054713374576488 3.063135798213776 0.8599999999999997
0.987,3.049819124463367 3.049960776937938 3.058383200575226 0.8699999999999997
0.988,3.045161964827918 3.045303617302488 3.053726040939777 0.8799999999999997
0.989,3.040601549652302 3.040743202126873 3.049165625764161 0.8899999999999997
0.99,3.036139089918152 3.036280742392722 3.04470316603001 0.8999999999999997
0.991,3.031775699936902 3.031917352411472 3.04033977604876 0.9099999999999997
0.992,3.027512396250104 3.027654048724675 3.036076472361963 0.9199999999999997
0.993,3.023350096626221 3.023491749100792 3.03191417273808 0.9299999999999997
0.994,3.019289619154899 3.01943127162947 3.027853695266758 0.9399999999999997
0.995,3.015331681439614 3.015473333914184 3.023895757551472 0.9499999999999997
0.996,3.01147689988948 3.01161855236405 3.020040976001338 0.9599999999999997
0.997,3.007725789110932 3.007867441585502 3.016289865222791 0.9699999999999998
0.998,3.004078761399871 3.004220413874441 3.012642837511729 0.9799999999999998
0.999,3.000536126334773 3.000677778809343 3.009100202446631 0.9899999999999998
1,2.997098090471179 2.997239742945749 3.005662166583037 0.9999999999999998
1.001,2.993764757137845 2.993906409612415 3.002328833249703 1.010000000000001
1.002,2.990993072922889 2.990449305515285 2.998871729152573 1.02
1.003,2.988547141860621 2.986986223644065 2.995408647281353 1.030000000000001
1.004,2.98642634913843 2.983517161571753 2.991939585209042 1.04
1.005,2.984629770855999 2.980042116880789 2.988464540518077 1.050000000000001
1.006,2.983156174941858 2.976561087163061 2.98498351080035 1.06
1.007,2.982004022374024 2.973074070019907 2.981496493657195 1.070000000000001
1.008,2.981171468703562 2.969581063062121 2.978003486699409 1.08
1.009,2.980656365879544 2.966082063909953 2.974504487547242 1.090000000000001
1.01,2.980456264373601 2.962577070193122 2.97099949383041 1.1
1.011,2.980568415601983 2.959066079550805 2.967488503188093 1.110000000000001
1.012,2.980989774642735 2.955549089631655 2.963971513268944 1.12
1.013,2.981717003245299 2.952026098093797 2.960448521731085 1.130000000000001
1.014,2.982746473129577 2.948497102604832 2.95691952624212 1.14
1.015,2.984074269571206 2.944962100841843 2.953384524479131 1.150000000000001
1.016,2.98569619526949 2.941421090491398 2.949843514128687 1.16
1.017,2.987607774494196 2.937874069249554 2.946296492886842 1.170000000000001
1.018,2.98980425750709 2.934321034821859 2.942743458459147 1.18
1.019,2.992280625253886 2.930761984923356 2.939184408560644 1.190000000000001
1.02,2.995031594321941 2.927196917278589 2.935619340915877 1.2
1.021,2.998051622158838 2.923625829621603 2.932048253258891 1.210000000000001
1.022,3.001334912546671 2.920048719695952 2.92847114333324 1.22
1.023,3.004875421326669 2.916465585254696 2.924888008891984 1.230000000000001
1.024,3.008666862368472 2.912876424060413 2.921298847697701 1.24
1.025,3.012702713778194 2.909281233885195 2.917703657522483 1.249999999999999
1.026,3.016976224339139 2.905680012510655 2.914102436147943 1.26
1.027,3.0214804201788 2.902072757727932 2.91049518136522 1.269999999999999
1.028,3.026208111655588 2.89845946733769 2.906881890974978 1.28
1.029,3.031151900458474 2.894840139150126 2.903262562787414 1.289999999999999
1.03,3.036304186912543 2.89121477098497 2.899637194622258 1.3
1.031,3.041657177483248 2.887583360671492 2.89600578430878 1.309999999999999
1.032,3.047202892471977 2.8839459060485 2.892368329685788 1.32
1.033,3.052933173895295 2.880302404964351 2.88872482860164 1.329999999999999
1.034,3.058839693540143 2.876652855276947 2.885075278914235 1.34
1.035,3.064913961186989 2.872997254853743 2.881419678491032 1.349999999999999
1.036,3.071147332992863 2.869335601571748 2.877758025209036 1.36
1.037,3.077531020025958 2.865667893317531 2.874090316954819 1.369999999999999
1.038,3.084056096943421 2.86199412798722 2.870416551624508 1.38
1.039,3.090713510803722 2.85831430348651 2.866736727123798 1.389999999999999
1.04,3.097494090004957 2.854628417730664 2.863050841367952 1.4
1.041,3.104388553340204 2.850936468644516 2.859358892281805 1.409999999999999
1.042,3.111387519161056 2.847238454162475 2.855660877799763 1.42
1.043,3.118481514640234 2.843534372228529 2.851956795865817 1.429999999999999
1.044,3.125660985124191 2.839824220796245 2.848246644433533 1.44
1.045,3.132916303566413 2.836107997828777 2.844530421466065 1.449999999999999
1.046,3.140237780032188 2.832385701298865 2.840808124936153 1.46
1.047,3.147615671265378 2.828657329188843 2.837079752826131 1.469999999999999
1.048,3.155040190307826 2.824922879490634 2.833345303127922 1.48
1.049,3.162501516161849 2.821182350205763 2.829604773843052 1.489999999999999
1.05,3.169989803486326 2.817435739345354 2.825858162982642 1.5
1.051,3.177495192316766 2.813683044930134 2.822105468567423 1.509999999999999
1.052,3.185007817799817 2.809924264990437 2.818346688627726 1.52
1.053,3.192517819932558 2.806159397566208 2.814581821203496 1.529999999999999
1.054,3.200015353296999 2.802388440707003 2.810810864344291 1.54
1.055,3.207490596780158 2.798611392471996 2.807033816109284 1.549999999999999
1.056,3.214933763270146 2.794828250929978 2.803250674567266 1.56
1.057,3.222335109318658 2.791039014159365 2.799461437796653 1.569999999999999
1.058,3.229684944760386 2.787243680248195 2.795666103885483 1.58
1.059,3.236973642279787 2.783442247294137 2.791864670931425 1.589999999999999
1.06,3.244191646915852 2.779634713404489 2.788057137041778 1.6
1.061,3.251329485495409 2.775821076696186 2.784243500333475 1.609999999999999
1.062,3.25837777598573 2.772001335295797 2.780423758933085 1.62
1.063,3.26532723675714 2.768175487339533 2.776597910976821 1.629999999999999
1.064,3.272168695746552 2.764343530973247 2.772765954610535 1.64
1.065,3.278893099512826 2.76050546435244 2.768927887989729 1.649999999999999
1.066,3.285491522175071 2.756661285642259 2.765083709279548 1.66
1.067,3.291955174225015 2.752810993017507 2.761233416654795 1.669999999999999
1.068,3.298275411204797 2.748954584662636 2.757377008299924 1.68
1.069,3.304443742241568 2.74509205877176 2.753514482409048 1.689999999999999
1.07,3.31045183843053 2.741223413548652 2.74964583718594 1.7
1.071,3.316291541058085 2.737348647206749 2.745771070844038 1.709999999999999
1.072,3.321954869657034 2.733467757969153 2.741890181606441 1.72
1.073,3.327434029885827 2.729580744068635 2.738003167705924 1.729999999999999
1.074,3.332721421224125 2.725687603747639 2.734110027384927 1.74
1.075,3.337809644477053 2.721788335258282 2.73021075889557 1.749999999999999
1.076,3.342691509080767 2.717882936862357 2.726305360499646 1.76
1.077,3.347360040202084 2.713971406831342 2.722393830468631 1.769999999999999
1.078,3.351808485625221 2.710053743446392 2.71847616708368 1.78
1.079,3.35603032241879 2.706129944998351 2.714552368635639 1.789999999999999
1.08,3.360019263376525 2.702200009787748 2.710622433425037 1.8
1.081,3.363769263225333 2.698263936124807 2.706686359762096 1.809999999999999
1.082,3.367274524594586 2.694321722329441 2.702744145966729 1.820000000000001
1.083,3.370529503740732 2.690373366731263 2.698795790368552 1.829999999999999
1.084,3.373528916021599 2.686418867669581 2.69484129130687 1.840000000000001
1.085,3.376267741114962 2.682458223493409 2.690880647130697 1.849999999999999
1.086,3.378741227976256 2.678491432561459 2.686913856198747 1.860000000000001
1.087,3.380944899530514 2.674518493242156 2.682940916879444 1.869999999999999
1.088,3.382874557093917 2.670539403913628 2.678961827550916 1.880000000000001
1.089,3.38452628452058 2.66655416296372 2.674976586601008 1.889999999999999
1.09,3.385896452070497 2.662562768789988 2.670985192427276 1.900000000000001
1.091,3.386981719994811 2.658565219799706 2.666987643436994 1.909999999999999
1.092,3.387779041834881 2.654561514409866 2.662983938047155 1.920000000000001
1.093,3.388285667431893 2.650551651047186 2.658974074684474 1.929999999999999
1.094,3.388499145644027 2.646535628148101 2.654958051785389 1.940000000000001
1.095,3.388417326768528 2.642513444158779 2.650935867796067 1.95
1.096,3.388038364666259 2.638485097535114 2.646907521172403 1.960000000000001
1.097,3.387360718586661 2.634450586742735 2.642873010380023 1.97
1.098,3.386383154691316 2.630409910257 2.638832333894289 1.980000000000001
1.099,3.385104747274593 2.626363066563008 2.634785490200297 1.99
1.1,3.383524879680201 2.622310054155594 2.630732477792883 2.000000000000001
1.101,3.381643244912717 2.618250871539337 2.626673295176625 2.01
1.102,3.379459845943497 2.614185517228556 2.622607940865844 2.020000000000001
1.103,3.376974995710679 2.610113989747318 2.618536413384607 2.03
1.104,3.374189316813251 2.606036287629439 2.614458711266728 2.040000000000001
1.105,3.371103740899516 2.601952409418486 2.610374833055774 2.05
1.106,3.367719507750535 2.597862353667775 2.606284777305063 2.060000000000001
1.107,3.364038164059466 2.593766118940382 2.60218854257767 2.07
1.108,3.360061561907991 2.589663703809136 2.598086127446424 2.080000000000001
1.109,3.355791856941355 2.58555510685663 2.593977530493918 2.09
1.11,3.35123150624379 2.581440326675216 2.589862750312504 2.100000000000001
1.111,3.346383265916451 2.577319361867011 2.585741785504299 2.11
1.112,3.341250188360222 2.573192211043899 2.581614634681187 2.120000000000001
1.113,3.33583561926611 2.569058872827532 2.57748129646482 2.13
1.114,3.330143194316161 2.564919345849332 2.57334176948662 2.140000000000001
1.115,3.324176835598184 2.560773628750495 2.569196052387784 2.15
1.116,3.317940747737794 2.556621720181992 2.56504414381928 2.160000000000001
1.117,3.31143941375162 2.552463618804572 2.56088604244186 2.17
1.118,3.30467759062574 2.548299323288759 2.556721746926047 2.180000000000001
1.119,3.297660304623741 2.544128832314864 2.552551255952152 2.19
1.12,3.29039284632899 2.539952144572978 2.548374568210266 2.200000000000001
1.121,3.282880765426063 2.53576925876298 2.544191682400268 2.21
1.122,3.275129865226425 2.531580173594533 2.540002597231822 2.220000000000001
1.123,3.267146196943818 2.527384887787095 2.535807311424383 2.23
1.124,3.258936053724953 2.523183400069908 2.531605823707196 2.240000000000001
1.125,3.250505964441452 2.518975709182016 2.527398132819304 2.25
1.126,3.241862687249112 2.514761813872252 2.52318423750954 2.260000000000001
1.127,3.2330132029209 2.510541712899252 2.51896413653654 2.27
1.128,3.223964707960205 2.506315405031446 2.514737828668734 2.280000000000001
1.129,3.214724607501198 2.502082889047072 2.51050531268436 2.29
1.13,3.205300508003253 2.497844163734165 2.506266587371453 2.300000000000001
1.131,3.195700209746695 2.49359922789057 2.502021651527858 2.31
1.132,3.185931699137214 2.489348080323936 2.497770503961224 2.320000000000001
1.133,3.176003140826618 2.485090719851725 2.493513143489014 2.33
1.134,3.165922869657614 2.480827145301206 2.489249568938495 2.340000000000001
1.135,3.155699382440661 2.476557355509465 2.484979779146753 2.35
1.136,3.14534132957091 2.472281349323397 2.480703772960685 2.360000000000001
1.137,3.134857506493606 2.46799912559972 2.476421549237009 2.37
1.138,3.124256845026274 2.463710683204965 2.472133106842254 2.380000000000001
1.139,3.113548404546348 2.459416021015488 2.467838444652776 2.39
1.14,3.102741363052857 2.455115137917462 2.46353756155475 2.400000000000001
1.141,3.091845008111057 2.450808032806887 2.459230456444175 2.41
1.142,3.080868727688886 2.446494704589586 2.454917128226874 2.420000000000001
1.143,3.069822000894348 2.442175152181213 2.450597575818501 2.43
1.144,3.058714388622891 2.437849374507246 2.446271798144535 2.440000000000001
1.145,3.047555524124102 2.433517370502999 2.441939794140287 2.45
1.146,3.036355103496923 2.433958549576741 2.442380973214029 2.450441179073742
1.147,3.025122876122877 2.434395576363708 2.442818000000996 2.45087820586071
1.148,3.013868635046641 2.434828450173776 2.443250873811064 2.451311079670778
1.149,3.002602207313555 2.435257170323378 2.443679593960666 2.451739799820379
1.15,2.991333444273514 2.435681736135505 2.444104159772793 2.452164365632507
1.151,2.980072211860896 2.436102146939711 2.444524570577 2.452584776436713
1.152,2.96882838086004 2.436518402072111 2.444940825709399 2.453001031569112
1.153,2.957611817165955 2.436930500875378 2.445352924512667 2.45341313037238
1.154,2.946432372049796 2.437338442698755 2.445760866336043 2.453821072195757
1.155,2.935299872438781 2.437742226898044 2.446164650535333 2.454224856395046
1.156,2.924224111220115 2.438141852835616 2.446564276472905 2.454624482332618
1.157,2.913214837578455 2.438537319880407 2.446959743517695 2.455019949377408
1.158,2.90228174737653 2.43892862740792 2.447351051045208 2.455411256904921
1.159,2.891434473588322 2.439315774800227 2.447738198437515 2.455798404297228
1.16,2.880682576794326 2.439698761445969 2.448121185083258 2.456181390942971
1.161,2.870035535748204 2.440077586740359 2.448500010377648 2.456560216237361
1.162,2.859502738024201 2.44045225008518 2.448874673722468 2.456934879582181
1.163,2.849093470754498 2.440822750888786 2.449245174526074 2.457305380385788
1.164,2.838816911465696 2.441189088566107 2.449611512203395 2.457671718063108
1.165,2.828682119023419 2.441551262538646 2.449973686175934 2.458033892035647
1.166,2.818698024694035 2.441909272234479 2.450331695871768 2.458391901731481
1.167,2.808873423332246 2.442263117088262 2.450685540725551 2.458745746585264
1.168,2.799216964703319 2.442612796541225 2.451035220178513 2.459095426038227
1.169,2.789737144948445 2.442958310041176 2.451380733678465 2.459440939538178
1.17,2.780442298201721 2.443299657042502 2.451722080679791 2.459782286539504
1.171,2.771340588366967 2.44363683700617 2.452059260643459 2.460119466503172
1.172,2.762440001062541 2.443969849399727 2.452392273037015 2.460452478896728
1.173,2.753748335742063 2.4442986936973 2.452721117334588 2.460781323194301
1.174,2.74527319799886 2.444623369379599 2.453045793016888 2.461105998876601
1.175,2.737021992061689 2.444943875933918 2.453366299571206 2.46142650543092
1.176,2.729001913489181 2.445260212854133 2.453682636491421 2.461742842351134
1.177,2.72121994207018 2.445572379640704 2.453994803277992 2.462055009137706
1.178,2.713682834937023 2.445880375800678 2.454302799437966 2.462363005297679
1.179,2.706397119898511 2.446184200847686 2.454606624484974 2.462666830344687
1.18,2.699369088999197 2.446483854301947 2.454906277939235 2.462966483798949
1.181,2.692604792311308 2.446779335690268 2.455201759327557 2.46326196518727
1.182,2.686110031965462 2.447070644546044 2.455493068183332 2.463553274043045
1.183,2.679890356426032 2.447357780409257 2.455780204046545 2.463840409906259
1.184,2.673951055016856 2.447640742826481 2.456063166463769 2.464123372323483
1.185,2.668297152702642 2.44791953135088 2.456341954988168 2.464402160847881
1.186,2.662933405131261 2.448194145542208 2.456616569179497 2.46467677503921
1.187,2.657864293941795 2.448464584966813 2.456887008604101 2.464947214463815
1.188,2.653094022342987 2.448730849197633 2.457153272834922 2.465213478694635
1.189,2.648626510966435 2.448992937814202 2.45741536145149 2.465475567311203
1.19,2.644465393998654 2.449250850402644 2.457673274039933 2.465733479899646
1.191,2.640614015595791 2.449504586555682 2.457927010192971 2.465987216052684
1.192,2.637075426584553 2.449754145872631 2.45817656950992 2.466236775369633
1.193,2.633852381452589 2.449999527959403 2.458421951596691 2.466482157456404
1.194,2.630947335631316 2.450240732428506 2.458663156065794 2.466723361925507
1.195,2.628362443073841 2.450477758899045 2.458900182536333 2.466960388396046
1.196,2.626099554130404 2.450710606996723 2.459133030634011 2.467193236493725
1.197,2.624160213723406 2.450939276353842 2.45936169999113 2.467421905850843
1.198,2.622545659823846 2.4511637666093 2.459586190246588 2.467646396106301
1.199,2.621256822230659 2.451384077408598 2.459806501045886 2.467866706905599
1.2,2.620294321654169 2.451600208403834 2.460022632041122 2.468082837900835
1.201,2.619658469104546 2.451812159253708 2.460234582890997 2.46829478875071
1.202,2.619349265585888 2.452019929623522 2.46044235326081 2.468502559120523
1.203,2.619366402096218 2.452223519185176 2.460645942822464 2.468706148682177
1.204,2.619709259933404 2.452422927617175 2.460845351254464 2.468905557114177
1.205,2.620376911306692 2.452618154604627 2.461040578241915 2.469100784101629
1.206,2.621368120253253 2.452809199839241 2.461231623476529 2.469291829336242
1.207,2.622681343858841 2.45299606301933 2.461418486656619 2.469478692516332
1.208,2.624314733781358 2.453178743849813 2.461601167487101 2.469661373346815
1.209,2.626266138075813 2.453357242042211 2.461779665679499 2.469839871539213
1.21,2.628533103318884 2.453531557314651 2.46195398095194 2.470014186811653
1.211,2.63111287703099 2.453701689391866 2.462124113029154 2.470184318888867
1.212,2.634002410393459 2.453867638005193 2.462290061642482 2.470350267502195
1.213,2.637198361258152 2.454029402892578 2.462451826529866 2.47051203238958
1.214,2.640697097446519 2.454186983798571 2.46260940743586 2.470669613295573
1.215,2.64449470033489 2.454340380474332 2.46276280411162 2.470823009971333
1.216,2.648586968722407 2.454489592677624 2.462912016314913 2.470972222174626
1.217,2.652969422977829 2.454634620172823 2.463057043810111 2.471117249669824
1.218,2.657637309461073 2.454775462730909 2.463197886368198 2.471258092227911
1.219,2.66258560521517 2.454912120129474 2.463334543766762 2.471394749626475
1.22,2.667809022923965 2.455044592152716 2.463467015790004 2.471527221649717
1.221,2.673302016130706 2.455172878591444 2.463595302228732 2.471655508088445
1.222,2.679058784712339 2.455296979243076 2.463719402880364 2.471779608740078
1.223,2.685073280604132 2.455416893911641 2.463839317548929 2.471899523408642
1.224,2.691339213768962 2.455532622407776 2.463955046045065 2.472015251904778
1.225,2.697850058405384 2.455644164548731 2.46406658818602 2.472126794045733
1.226,2.704599059388345 2.455751520158366 2.464173943795654 2.472234149655367
1.227,2.711579238936206 2.455854689067151 2.464277112704439 2.472337318564152
1.228,2.718783403497458 2.455953671112168 2.464376094749456 2.47243630060917
1.229,2.726204150850386 2.456048466137112 2.4644708897744 2.472531095634113
1.23,2.733833877408616 2.456139073992287 2.464561497629576 2.472621703489289
1.231,2.741664785725391 2.456225494534613 2.464647918171901 2.472708124031614
1.232,2.749688892189119 2.456307727627618 2.464730151264906 2.472790357124619
1.233,2.757898034902656 2.456385773141446 2.464808196778734 2.472868402638448
1.234,2.766283881738476 2.456459630952852 2.464882054590141 2.472942260449854
1.235,2.774837938561857 2.456529300945205 2.464951724582494 2.473011930442207
1.236,2.783551557613896 2.456594783008486 2.465017206645775 2.473077412505488
1.237,2.792415946046144 2.456656077039291 2.465078500676579 2.473138706536292
1.238,2.801422174598376 2.456713182940827 2.465135606578115 2.473195812437828
1.239,2.810561186410992 2.456766100622916 2.465188524260204 2.473248730119917
1.24,2.819823805963298 2.456814830001994 2.465237253639283 2.473297459498996
1.241,2.829200748128899 2.456859371001112 2.4652817946384 2.473342000498113
1.242,2.838682627339208 2.456899723549931 2.46532214718722 2.473382353046933
1.243,2.848259966846094 2.456935887584732 2.46535831122202 2.473418517081733
1.244,2.857923208074463 2.456967863048404 2.465390286685692 2.473450492545405
1.245,2.867662720055597 2.456995649890455 2.465418073527744 2.473478279387457
1.246,2.877468808931894 2.457019248067006 2.465441671704295 2.473501877564008
1.247,2.887331727523682 2.457038657540792 2.465461081178081 2.473521287037794
1.248,2.897241684948601 2.457053878281163 2.465476301918451 2.473536507778164
1.249,2.907188856284126 2.457064910264082 2.465487333901371 2.473547539761084
1.25,2.91716339226364 2.45707175347213 2.465494177109418 2.473554382969131
1.251,2.927155428996533 2.457074407894499 2.465496831531787 2.4735570373915
1.252,2.93715049460019 2.457074407894499 2.465496831531787 2.4735570373915
1.253,2.947130761884473 2.457074407894499 2.465496831531787 2.4735570373915
1.254,2.957086381530503 2.457074407894499 2.465496831531787 2.4735570373915
1.255,2.967007528543649 2.457074407894499 2.465496831531787 2.4735570373915
1.256,2.976884411949599 2.457074407894499 2.465496831531787 2.4735570373915
1.257,2.986707284456887 2.457074407894499 2.465496831531787 2.4735570373915
1.258,2.996466452076274 2.457074407894499 2.465496831531787 2.4735570373915
1.259,3.006152283687561 2.457074407894499 2.465496831531787 2.4735570373915
1.26,3.015755220544329 2.457074407894499 2.465496831531787 2.4735570373915
1.261,3.025265785707282 2.457074407894499 2.465496831531787 2.4735570373915
1.262,3.034674593396823 2.457074407894499 2.465496831531787 2.4735570373915
1.263,3.043972358255707 2.457074407894499 2.465496831531787 2.4735570373915
1.264,3.053149904512545 2.457074407894499 2.465496831531787 2.4735570373915
1.265,3.062198175037206 2.457074407894499 2.465496831531787 2.4735570373915
1.266,3.071108240279089 2.457074407894499 2.465496831531787 2.4735570373915
1.267,3.079871307079529 2.457074407894499 2.465496831531787 2.4735570373915
1.268,3.088478727349567 2.457074407894499 2.465496831531787 2.4735570373915
1.269,3.096922006604588 2.457074407894499 2.465496831531787 2.4735570373915
1.27,3.105192812347333 2.457074407894499 2.465496831531787 2.4735570373915
1.271,3.113282982291083 2.457074407894499 2.465496831531787 2.4735570373915
1.272,3.121184532414839 2.457074407894499 2.465496831531787 2.4735570373915
1.273,3.128889664842597 2.457074407894499 2.465496831531787 2.4735570373915
1.274,3.136390775538901 2.457074407894499 2.465496831531787 2.4735570373915
1.275,3.143680461813116 2.457074407894499 2.465496831531787 2.4735570373915
1.276,3.150751529624981 2.457074407894499 2.465496831531787 2.4735570373915
1.277,3.157597000684269 2.457074407894499 2.465496831531787 2.4735570373915
1.278,3.164210119337505 2.457074407894499 2.465496831531787 2.4735570373915
1.279,3.170584359234992 2.457074407894499 2.465496831531787 2.4735570373915
1.28,3.176713429771521 2.457074407894499 2.465496831531787 2.4735570373915
1.281,3.182591282294446 2.457074407894499 2.465496831531787 2.4735570373915
1.282,3.188212116072968 2.457074407894499 2.465496831531787 2.4735570373915
1.283,3.193570384022757 2.457074407894499 2.465496831531787 2.4735570373915
1.284,3.198660798180261 2.457074407894499 2.465496831531787 2.4735570373915
1.285,3.203478334921278 2.457074407894499 2.465496831531787 2.4735570373915
1.286,3.208018239918674 2.457074407894499 2.465496831531787 2.4735570373915
1.287,3.212276032834324 2.457074407894499 2.465496831531787 2.4735570373915
1.288,3.216247511740673 2.457074407894499 2.465496831531787 2.4735570373915
1.289,3.219928757267519 2.457074407894499 2.465496831531787 2.4735570373915
1.29,3.223316136469972 2.457074407894499 2.465496831531787 2.4735570373915
1.291,3.226406306413721 2.457074407894499 2.465496831531787 2.4735570373915
1.292,3.229196217474114 2.457074407894499 2.465496831531787 2.4735570373915
1.293,3.231683116345763 2.457074407894499 2.465496831531787 2.4735570373915
1.294,3.233864548759728 2.457074407894499 2.465496831531787 2.4735570373915
1.295,3.235738361905586 2.457074407894499 2.465496831531787 2.4735570373915
1.296,3.237302706555988 2.457074407894499 2.465496831531787 2.4735570373915
1.297,3.238556038891631 2.457074407894499 2.465496831531787 2.4735570373915
1.298,3.239497122024816 2.457074407894499 2.465496831531787 2.4735570373915
1.299,3.240125027220109 2.457074407894499 2.465496831531787 2.4735570373915
1.3,3.240439134810891 2.457074407894499 2.465496831531787 2.4735570373915
1.301,3.240439134810891 2.457074407894499 2.465496831531787 2.4735570373915
1.302,3.24012502722011 2.457074407894499 2.465496831531787 2.4735570373915
1.303,3.239497122024817 2.457074407894499 2.465496831531787 2.4735570373915
1.304,3.238556038891631 2.457074407894499 2.465496831531787 2.4735570373915
1.305,3.237302706555989 2.457074407894499 2.465496831531787 2.4735570373915
1.306,3.235738361905586 2.457074407894499 2.465496831531787 2.4735570373915
1.307,3.233864548759729 2.457074407894499 2.465496831531787 2.4735570373915
1.308,3.231683116345763 2.457074407894499 2.465496831531787 2.4735570373915
1.309,3.229196217474115 2.457074407894499 2.465496831531787 2.4735570373915
1.31,3.226406306413722 2.457074407894499 2.465496831531787 2.4735570373915
1.311,3.223316136469973 2.457074407894499 2.465496831531787 2.4735570373915
1.312,3.21992875726752 2.457074407894499 2.465496831531787 2.4735570373915
1.313,3.216247511740673 2.457074407894499 2.465496831531787 2.4735570373915
1.314,3.212276032834325 2.457074407894499 2.465496831531787 2.4735570373915
1.315,3.208018239918675 2.457074407894499 2.465496831531787 2.4735570373915
1.316,3.203478334921279 2.457074407894499 2.465496831531787 2.4735570373915
1.317,3.198660798180262 2.457074407894499 2.465496831531787 2.4735570373915
1.318,3.193570384022758 2.457074407894499 2.465496831531787 2.4735570373915
1.319,3.188212116072969 2.457074407894499 2.465496831531787 2.4735570373915
1.32,3.182591282294447 2.457074407894499 2.465496831531787 2.4735570373915
1.321,3.176713429771523 2.457074407894499 2.465496831531787 2.4735570373915
1.322,3.170584359234992 2.457074407894499 2.465496831531787 2.4735570373915
1.323,3.164210119337506 2.457074407894499 2.465496831531787 2.4735570373915
1.324,3.157597000684269 2.457074407894499 2.465496831531787 2.4735570373915
1.325,3.150751529624983 2.457074407894499 2.465496831531787 2.4735570373915
1.326,3.143680461813116 2.457074407894499 2.465496831531787 2.4735570373915
1.327,3.136390775538903 2.457074407894499 2.465496831531787 2.4735570373915
1.328,3.128889664842598 2.457074407894499 2.465496831531787 2.4735570373915
1.329,3.121184532414841 2.457074407894499 2.465496831531787 2.4735570373915
1.33,3.113282982291083 2.457074407894499 2.465496831531787 2.4735570373915
1.331,3.105192812347334 2.457074407894499 2.465496831531787 2.4735570373915
1.332,3.096922006604588 2.457074407894499 2.465496831531787 2.4735570373915
1.333,3.088478727349569 2.457074407894499 2.465496831531787 2.4735570373915
1.334,3.079871307079528 2.457074407894499 2.465496831531787 2.4735570373915
1.335,3.071108240279091 2.457074407894499 2.465496831531787 2.4735570373915
1.336,3.062198175037206 2.457074407894499 2.465496831531787 2.4735570373915
1.337,3.053149904512547 2.457074407894499 2.465496831531787 2.4735570373915
1.338,3.043972358255706 2.457074407894499 2.465496831531787 2.4735570373915
1.339,3.034674593396824 2.457074407894499 2.465496831531787 2.4735570373915
1.34,3.025265785707281 2.457074407894499 2.465496831531787 2.4735570373915
1.341,3.015755220544331 2.457074407894499 2.465496831531787 2.4735570373915
1.342,3.00615228368756 2.457074407894499 2.465496831531787 2.4735570373915
1.343,2.996466452076275 2.457074407894499 2.465496831531787 2.4735570373915
1.344,2.986707284456886 2.457074407894499 2.465496831531787 2.4735570373915
1.345,2.976884411949601 2.457074407894499 2.465496831531787 2.4735570373915
1.346,2.967007528543648 2.457074407894499 2.465496831531787 2.4735570373915
1.347,2.957086381530504 2.457074407894499 2.465496831531787 2.4735570373915
1.348,2.947130761884472 2.457074407894499 2.465496831531787 2.4735570373915
1.349,2.937150494600191 2.457074407894499 2.465496831531787 2.4735570373915
1.35,2.927155428996532 2.457074407894499 2.465496831531787 2.4735570373915
1.351,2.917155428996534 2.457074407894499 2.465496831531787 2.4735570373915
1.352,2.907160363392875 2.457074407894499 2.465496831531787 2.4735570373915
1.353,2.897180096108594 2.457074407894499 2.465496831531787 2.4735570373915
1.354,2.887224476462562 2.457074407894499 2.465496831531787 2.4735570373915
1.355,2.877303329449418 2.457074407894499 2.465496831531787 2.4735570373915
1.356,2.867426446043465 2.457074407894499 2.465496831531787 2.4735570373915
1.357,2.85760357353618 2.457074407894499 2.465496831531787 2.4735570373915
1.358,2.847844405916791 2.457074407894499 2.465496831531787 2.4735570373915
1.359,2.838158574305506 2.457074407894499 2.465496831531787 2.4735570373915
1.36,2.828555637448735 2.457074407894499 2.465496831531787 2.4735570373915
1.361,2.819045072285785 2.457074407894499 2.465496831531787 2.4735570373915
1.362,2.809636264596242 2.457074407894499 2.465496831531787 2.4735570373915
1.363,2.80033849973736 2.457074407894499 2.465496831531787 2.4735570373915
1.364,2.791160953480519 2.457074407894499 2.465496831531787 2.4735570373915
1.365,2.78211268295586 2.457074407894499 2.465496831531787 2.4735570373915
1.366,2.773202617713975 2.457074407894499 2.465496831531787 2.4735570373915
1.367,2.764439550913538 2.457074407894499 2.465496831531787 2.4735570373915
1.368,2.755832130643497 2.457074407894499 2.465496831531787 2.4735570373915
1.369,2.747388851388478 2.457074407894499 2.465496831531787 2.4735570373915
1.37,2.739118045645731 2.457074407894499 2.465496831531787 2.4735570373915
1.371,2.731027875701983 2.457074407894499 2.465496831531787 2.4735570373915
1.372,2.723126325578225 2.457074407894499 2.465496831531787 2.4735570373915
1.373,2.715421193150468 2.457074407894499 2.465496831531787 2.4735570373915
1.374,2.707920082454163 2.457074407894499 2.465496831531787 2.4735570373915
1.375,2.70063039617995 2.457074407894499 2.465496831531787 2.4735570373915
1.376,2.693559328368083 2.457074407894499 2.465496831531787 2.4735570373915
1.377,2.686713857308797 2.457074407894499 2.465496831531787 2.4735570373915
