"time","outputs"
0.547,5.301337395258524 3.591877263089795 1.46 0
0.548,5.283647617317478 3.589611421384809 1.47 0
0.549,5.26594116365262 3.587337607765385 1.48 0
0.55,5.248227895783529 3.585055810030819 1.49 0
0.551,5.230517689821332 3.582766015993015 1.5 0
0.552,5.212820426734183 3.580468213476507 1.51 0
0.553,5.195145982607934 3.578162390318474 1.52 0
0.554,5.177504218911618 3.57584853436876 1.53 0
0.555,5.159904972777339 3.573526633489894 1.54 0
0.556,5.142358047304172 3.571196675557109 1.55 0
0.5570000000000001,5.124873201895631 3.568858648458364 1.56 0
0.5580000000000001,5.107460142640251 3.566512540094355 1.57 0
0.5590000000000001,5.090128512744776 3.564158338378545 1.58 0
0.5600000000000001,5.072887883029378 3.561796031237173 1.59 0
0.5610000000000001,5.05574774249432 3.55942560660928 1.6 0
0.5620000000000001,5.038717488967332 3.557047052446726 1.61 0
0.5630000000000001,5.021806419840969 3.554660356714206 1.62 0
0.5640000000000001,5.00502372290906 3.552265507389275 1.63 0
0.5650000000000001,4.988378467311314 3.549862492462362 1.64 0
0.5660000000000001,4.971879594595003 3.547451299936789 1.65 0
0.5670000000000001,4.955535909902559 3.545031917828794 1.66 0
0.5680000000000001,4.939356073293767 3.542604334167547 1.67 0
0.5690000000000001,4.923348591211125 3.540168536995169 1.68 0
0.5700000000000001,4.907521808096798 3.53772451436675 1.69 0
0.5710000000000001,4.891883898169427 3.535272254350372 1.7 0
0.5720000000000001,4.876442857368919 3.532811745027123 1.71 0
0.5730000000000001,4.861206495477167 3.530342974491117 1.72 0
0.5740000000000001,4.846182428422463 3.527865930849516 1.73 0
0.5750000000000001,4.831378070775221 3.525380602222544 1.74 0
0.5760000000000001,4.816800628442389 3.52288697674351 1.75 0
0.577,4.80245709156779 3.520385042558824 1.759999999999999 0
0.578,4.788354227645361 3.517874787828016 1.769999999999999 0
0.579,4.774498574852134 3.515356200723756 1.779999999999999 0
0.58,4.760896435607488 3.512829269431873 1.789999999999999 0
0.581,4.747553870365066 3.51029398215137 1.799999999999999 0
0.582,4.734476691643468 3.507750327094447 1.809999999999999 0
0.583,4.721670458301607 3.505198292486518 1.819999999999999 0
0.584,4.709140470064392 3.502637866566229 1.829999999999999 0
0.585,4.696891762304127 3.500069037585477 1.839999999999999 0
0.586,4.684929101082781 3.497491793809428 1.849999999999999 0
0.587,4.67325697846002 3.494906123516538 1.859999999999999 0
0.588,4.661879608071643 3.492312014998567 1.869999999999999 0
0.589,4.650800920982761 3.489709456560602 1.879999999999999 0
0.59,4.640024561819836 3.487098436521074 1.889999999999999 0
0.591,4.629553885185387 3.484478943211773 1.899999999999999 0
0.592,4.619391952358894 3.481850964977874 1.909999999999999 0
0.593,4.609541528287173 3.479214490177946 1.919999999999999 0
0.594,4.600005078867174 3.47656950718398 1.929999999999999 0
0.595,4.590784768523899 3.473916004381399 1.94 0
0.596,4.581882458085815 3.471253970169081 1.95 0
0.597,4.573299702959877 3.468583392959376 1.96 0
0.598,4.565037751607941 3.465904261178125 1.97 0
0.599,4.557097544326094 3.463216563264679 1.98 0
0.6,4.549479712328077 3.460520287671915 1.99 0
0.601,4.542184577133739 3.457815422866253 2 0
0.602,4.535212150263092 3.455101957327681 2.01 0
0.603,4.528562133236301 3.452379879549766 2.02 0
0.604,4.522233917879578 3.449649178039675 2.029999999999999 0
0.605,4.516226586936702 3.446909841318194 2.039999999999999 0
0.606,4.510538914985555 3.444161857919743 2.049999999999999 0
0.607,4.505169369658756 3.4414052163924 2.059999999999999 0
0.608,4.500116113167209 3.438639905297912 2.069999999999999 0
0.609,4.495377004125052 3.435865913211718 2.079999999999998 0
0.61,4.490949599674196 3.433083228722966 2.089999999999998 0
0.611,4.486831157906383 3.430291840434528 2.099999999999998 0
0.612,4.48301864058034 3.427491736963024 2.109999999999998 0
0.613,4.479508716131377 3.424682906938833 2.119999999999997 0
0.614,4.476297762970441 3.421865339006117 2.129999999999997 0
0.615,4.473381873069374 3.419039021822836 2.139999999999997 0
0.616,4.470756855828841 3.416203944060764 2.149999999999997 0
0.617,4.468418242225111 3.413360094405511 2.159999999999997 0
0.618,4.466361289231585 3.41050746155654 2.169999999999996 0
0.619,4.464580984510733 3.407646034227183 2.179999999999996 0
0.62,4.463072051371779 3.404775801144658 2.189999999999996 0
0.621,4.461828953989272 3.40189675105009 2.199999999999996 0
0.622,4.460845902877364 3.399008872698528 2.209999999999996 0
0.623,4.460116860614418 3.39611215485896 2.219999999999995 0
0.624,4.45963554781228 3.393206586314335 2.229999999999995 0
0.625,4.459395449324325 3.390292155861577 2.239999999999995 0
0.626,4.459389820686163 3.387368852311603 2.249999999999995 0
0.627,4.459611694782635 3.384436664489346 2.259999999999994 0
0.628,4.460053888734521 3.381495581233764 2.269999999999994 0
0.629,4.460709010998178 3.378545591397865 2.279999999999994 0
0.63,4.46156946867108 3.37558668384872 2.289999999999994 0
0.631,4.462627474996066 3.372618847467483 2.299999999999994 0
0.632,4.463875057056886 3.369642071149408 2.309999999999993 0
0.633,4.465304063657448 3.366656343803867 2.319999999999993 0
0.634,4.46690617337699 3.363661654354364 2.329999999999993 0
0.635,4.468672902793234 3.360657991738558 2.339999999999993 0
0.636,4.470595614865397 3.357645344908279 2.349999999999993 0
0.637,4.472665527468795 3.35462370282954 2.359999999999992 0
0.638,4.474873722072611 3.351593054482565 2.369999999999992 0
0.639,4.477211152552266 3.348553388861792 2.379999999999992 0
0.64,4.479668654127694 3.345504694975907 2.389999999999992 0
0.641,4.482236952418706 3.342446961847846 2.399999999999991 0
0.642,4.484906672608498 3.339380178514823 2.409999999999991 0
0.643,4.487668348706265 3.336304334028343 2.419999999999991 0
0.644,4.490512432899777 3.333219417454218 2.429999999999991 0
0.645,4.493429304988693 3.330125417872589 2.439999999999991 0
0.646,4.496409281889296 3.327022324377938 2.44999999999999 0
0.647,4.499442627201271 3.323910126079108 2.45999999999999 0
0.648,4.502519560827089 3.32078881209932 2.46999999999999 0
0.649,4.505630268634502 3.31765837157619 2.47999999999999 0
0.65,4.508764912152603 3.314518793661746 2.48999999999999 0
0.651,4.511913638291905 3.311370067522445 2.499999999999989 0
0.652,4.515066589078817 3.308212182339191 2.509999999999989 0
0.653,4.518213911394941 3.305045127307349 2.519999999999989 0
0.654,4.521345766711553 3.301868891636768 2.529999999999989 0
0.655,4.524452340809674 3.298683464551792 2.539999999999988 0
0.656,4.527523853476137 3.29548883529128 2.549999999999988 0
0.657,4.530550568166081 3.292284993108623 2.559999999999988 0
0.658,4.533522801622331 3.289071927271761 2.569999999999988 0
0.659,4.536430933442181 3.285849627063197 2.579999999999988 0
0.66,4.539265415582128 3.282618081780019 2.589999999999987 0
0.661,4.542016781791186 3.279377280733913 2.599999999999987 0
0.662,4.54467565696346 3.276127213251181 2.609999999999987 0
0.663,4.547232766400766 3.272867868672757 2.619999999999987 0
0.664,4.549678944976135 3.269599236354229 2.629999999999987 0
0.665,4.552005146189178 3.266321305665846 2.639999999999986 0
0.666,4.554202451104365 3.263034065992543 2.649999999999986 0
0.667,4.55626207716339 3.259737506733957 2.659999999999986 0
0.668,4.558175386862947 3.256431617304439 2.669999999999986 0
0.669,4.559933896289332 3.253116387133074 2.679999999999986 0
0.67,4.561529283501452 3.2497918056637 2.689999999999985 0
0.671,4.562953396753983 3.246457862354918 2.699999999999985 0
0.672,4.564198262552542 3.243114546680116 2.709999999999985 0
0.673,4.565256093532936 3.239761848127479 2.719999999999985 0
0.674,4.566119296156707 3.236399756200013 2.729999999999984 0
0.675,4.56678047821538 3.233028260415554 2.739999999999984 0
0.676,4.56723245613601 3.229647350306789 2.749999999999984 0
0.677,4.567468262080815 3.226257015421271 2.759999999999984 0
0.678,4.567481150833885 3.222857245321438 2.769999999999984 0
0.679,4.567264606468185 3.219448029584625 2.779999999999983 0
0.68,4.566812348786256 3.216029357803085 2.789999999999983 0
0.681,4.566118339528265 3.212601219584001 2.799999999999983 0
0.6820000000000001,4.565176788341279 3.209163604549507 2.809999999999983 0
0.6830000000000001,4.563982158503875 3.205716502336701 2.819999999999983 0
0.6840000000000001,4.562529172400416 3.202259902597663 2.829999999999982 0
0.6850000000000001,4.560812816739625 3.198793794999472 2.839999999999982 0
0.6860000000000001,4.558828347512273 3.195318169224219 2.849999999999982 0
0.6870000000000001,4.556571294683116 3.191833014969027 2.859999999999982 0
0.6880000000000001,4.554037466612426 3.188338321946065 2.869999999999981 0
0.6890000000000001,4.551222954202773 3.184834079882565 2.879999999999981 0
0.6900000000000001,4.548124134766952 3.18132027852084 2.889999999999981 0
0.6910000000000001,4.544737675613246 3.177796907618295 2.899999999999981 0
0.6920000000000001,4.541060537344483 3.174263956947449 2.909999999999981 0
0.6930000000000001,4.537089976867631 3.17072141629595 2.91999999999998 0
0.6940000000000001,4.53282355011096 3.167169275466586 2.92999999999998 0
0.6950000000000001,4.528259114446094 3.16360752427731 2.93999999999998 0
0.6960000000000001,4.52339483081256 3.160036152561246 2.94999999999998 0
0.6970000000000001,4.518229165542735 3.156455150166714 2.95999999999998 0
0.6980000000000001,4.512760891885395 3.152864506957239 2.969999999999979 0
0.6990000000000001,4.506989091226354 3.149264212811573 2.979999999999979 0
0.7000000000000001,4.500913154005002 3.145654257623707 2.989999999999979 0
0.7010000000000001,4.494532780325822 3.142034631302887 2.999999999999979 0
0.7020000000000001,4.487847980264295 3.138405323773633 3.009999999999978 0
0.7030000000000001,4.480859073866883 3.134766324975752 3.019999999999978 0
0.704,4.473566690845097 3.131117624864354 3.029999999999977 0
0.705,4.465971769963938 3.127459213409871 3.039999999999977 0
0.706,4.458075558125339 3.123791080598067 3.049999999999977 0
0.707,4.449879609147487 3.120113216430061 3.059999999999977 0
0.708,4.441385782241245 3.116425610922338 3.069999999999976 0
0.709,4.432596240185172 3.112728254106763 3.079999999999976 0
0.71,4.423513447200937 3.109021136030605 3.089999999999976 0
0.711,4.41414016653125 3.105304246756543 3.099999999999976 0
0.712,4.404479457722652 3.101577576362687 3.109999999999975 0
0.713,4.394534673615897 3.104709345652641 3.113131769289929 0
0.714,4.384309457046861 3.107836214483985 3.116258638121273 0
0.715,4.373807737261246 3.110958177918967 3.119380601556255 0
0.716,4.363033726046624 3.11407523102758 3.122497654664868 0
0.717,4.351991913585623 3.117187368887572 3.12560979252486 0
0.718,4.340687064034358 3.120294586584452 3.128717010221741 0
0.719,4.329124210830472 3.123396879211501 3.131819302848789 0
0.72,4.317308651735407 3.126494241869773 3.134916665507061 0
0.721,4.305245943615806 3.12958666966811 3.138009093305399 0
0.722,4.2929418969692 3.132674157723149 3.141096581360437 0
0.723,4.280402570199367 3.135756701159321 3.14417912479661 0
0.724,4.267634263647029 3.138834295108873 3.147256718746161 0
0.725,4.254643513381765 3.141906934711861 3.150329358349149 0
0.726,4.241437084761284 3.144974615116169 3.153397038753457 0
0.727,4.228021965764386 3.148037331477511 3.156459755114799 0
0.728,4.214405360104224 3.15109507895944 3.159517502596728 0
0.729,4.200594680128637 3.154147852733354 3.162570276370642 0
0.73,4.186597539514572 3.157195647978508 3.165618071615797 0
0.731,4.172421745763804 3.160238459882017 3.168660883519305 0
0.732,4.158075292507363 3.163276283638865 3.171698707276154 0
0.733,4.143566351626244 3.166309114451915 3.174731538089203 0
0.734,4.128903265196211 3.169336947531912 3.1777593711692 0
0.735,4.114094537264608 3.172359778097494 3.180782201734782 0
0.736,4.099148825467313 3.1753776013752 3.183800025012488 0
0.737,4.084074932494104 3.178390412599474 3.186812836236763 0
0.738,4.068881797410859 3.181398207012677 3.189820630649965 0
0.739,4.05357848684715 3.18440097986509 3.192823403502378 0
0.74,4.038174186057937 3.187398726414925 3.195821150052214 0
0.741,4.022678189868172 3.190391441928333 3.198813865565621 0
0.742,4.007099893509259 3.193379121679405 3.201801545316693 0
0.743,3.991448783356407 3.196361760950187 3.204784184587476 0
0.744,3.975734427576021 3.199339355030686 3.207761778667975 0
0.745,3.959966466692358 3.202311899218874 3.210734322856163 0
0.746,3.944154604082759 3.205279388820698 3.213701812457987 0
0.747,3.928308596410837 3.208241819150087 3.216664242787375 0
0.748,3.912438244007063 3.211199185528959 3.219621609166247 0
0.749,3.896553381206242 3.214151483287228 3.222573906924516 0
0.75,3.880663866651413 3.217098707762814 3.225521131400102 0
0.751,3.864779573573747 3.220040854301646 3.228463277938935 0
0.752,3.848910380058033 3.222977918257675 3.231400341894963 0
0.753,3.833066159303351 3.225909894992875 3.234332318630163 0
0.754,3.817256769888562 3.228836779877254 3.237259203514542 0
0.755,3.801492046052202 3.231758568288861 3.24018099192615 0
0.756,3.785781787996382 3.234675255613795 3.243097679251083 0
0.757,3.770135752224271 3.237586837246208 3.246009260883496 0
0.758,3.75456364192067 3.240493308588314 3.248915732225603 0
0.759,3.739075097385214 3.2433946650504 3.251817088687688 0
0.76,3.723679686527592 3.246290902050826 3.254713325688114 0
0.761,3.708386895434213 3.249182015016039 3.257604438653328 0
0.762,3.693206119015593 3.252067999380578 3.260490423017866 0
0.763,3.678146651743708 3.254948850587079 3.263371274224367 0
0.764,3.663217678488456 3.257824564086285 3.266246987723573 0
0.765,3.648428265462262 3.260695135337052 3.26911755897434 0
0.766,3.63378735128177 3.263560559806356 3.271982983443644 0
0.767,3.619303738155443 3.2664208329693 3.274843256606589 0
0.768,3.604986083205757 3.269275950309124 3.277698373946412 0
0.769,3.590842889934573 3.272125907317206 3.280548330954494 0
0.77,3.576882499840087 3.274970699493076 3.283393123130364 0
0.771,3.563113084193653 3.277810322344418 3.286232745981706 0
0.772,3.54954263598457 3.280644771387081 3.289067195024369 0
0.773,3.536178962040809 3.283474042145083 3.291896465782371 0
0.774,3.523029675333434 3.286298130150618 3.294720553787906 0
0.775,3.510102187472322 3.289117030944066 3.297539454581355 0
0.776,3.497403701400591 3.291930740074 3.300353163711288 0
0.777,3.484941204294931 3.294739253097186 3.303161676734474 0
0.778,3.472721460678865 3.297542565578601 3.305964989215889 0
0.779,3.460751005755718 3.30034067309143 3.308763096728719 0
0.78,3.449036138967887 3.303133571217082 3.31155599485437 0
0.781,3.437582917788752 3.305921255545186 3.314343679182475 0
0.782,3.42639715175338 3.308703721673611 3.3171261453109 0
0.783,3.415484396733888 3.311480965208462 3.319903388845751 0
0.784,3.404849949465123 3.314252981764093 3.322675405401381 0
0.785,3.394498842326071 3.317019766963111 3.325442190600399 0
0.786,3.384435838382129 3.319781316436384 3.328203740073672 0
0.787,3.374665426693148 3.322537625823049 3.330960049460337 0
0.788,3.365191817891864 3.325288690770517 3.333711114407805 0
0.789,3.356018940037088 3.328034506934481 3.33645693057177 0
0.79,3.347150434745751 3.330775069978923 3.339197493616211 0
0.791,3.338589653607609 3.33351037557612 3.341932799213408 0
0.792,3.330339654886157 3.33624041940665 3.344662843043938 0
0.793,3.329510688595607 3.3354114531161 3.343833876753388 0
0.794,3.328783544457619 3.334684308978111 3.3431067326154 0
0.795,3.328158940075666 3.334059704596159 3.342482128233447 0
0.796,3.327637491858866 3.333538256379359 3.341960680016647 0
0.797,3.327219714413651 3.333120478934144 3.341542902571432 0
0.798,3.326906020035923 3.332806784556416 3.341229208193704 0
0.799,3.326696718304158 3.332597482824651 3.341019906461939 0
0.8,3.326592015773898 3.332492780294391 3.340915203931679 0
0.801,3.326592015773898 3.332492780294391 3.340915203931679 0
0.802,3.326696718304158 3.332597482824651 3.341019906461939 0
0.803,3.326906020035923 3.332806784556416 3.341229208193704 0
0.804,3.327219714413651 3.333120478934144 3.341542902571432 0
0.805,3.327637491858866 3.333538256379359 3.341960680016647 0
0.806,3.328158940075666 3.334059704596159 3.342482128233447 0
0.8070000000000001,3.328783544457619 3.334684308978111 3.3431067326154 0
0.8080000000000001,3.329510688595607 3.3354114531161 3.343833876753388 0
0.8090000000000001,3.330339654886157 3.33624041940665 3.344662843043938 0
0.8100000000000001,3.331269625239621 3.337170389760113 3.345592813397402 0
0.8110000000000001,3.332299681887537 3.33820044640803 3.346622870045318 0
0.8120000000000001,3.333428808288355 3.339329572808848 3.347751996446136 0
0.8130000000000001,3.334655890130637 3.34055665465113 3.348979078288418 0
0.8140000000000001,3.335979716432753 3.341880480953246 3.350302904590534 0
0.8150000000000001,3.33739898073797 3.343299745258463 3.351722168895751 0
0.8160000000000001,3.338912282403769 3.344813046924262 3.35323547056155 0
0.8170000000000001,3.340518127984108 3.346418892504601 3.354841316141889 0
0.8180000000000001,3.342214932703276 3.348115697223769 3.356538120861057 0
0.8190000000000001,3.344001022019873 3.349901786540366 3.358324210177654 0
0.8200000000000001,3.34587463327938 3.351775397799873 3.360197821437161 0
0.8210000000000001,3.347833917453689 3.353734681974181 3.36215710561147 0
0.8220000000000001,3.349876940965865 3.355777705486358 3.364200129123646 0
0.8230000000000001,3.352001687598361 3.357902452118854 3.366324875756142 0
0.8240000000000001,3.354206060482773 3.360106825003266 3.368529248640554 0
0.8250000000000001,3.356487884169202 3.362388648689695 3.370811072326983 0
0.8260000000000001,3.358844906773157 3.36474567129365 3.373168094930938 0
0.8270000000000001,3.361274802197895 3.367175566718388 3.375597990355676 0
0.8280000000000001,3.363775172429996 3.369675936950489 3.378098360587777 0
0.8290000000000001,3.366343549905916 3.372244314426408 3.380666738063697 0
0.8300000000000001,3.368977399947168 3.374878164467661 3.383300588104949 0
0.8310000000000001,3.371674123261751 3.377574887782244 3.385997311419532 0
0.8320000000000001,3.374431058509333 3.380331823029826 3.388754246667114 0
0.833,3.377852946273908 3.382842518775048 3.391264942412336 0
0.834,3.38144984624728 3.385347778923381 3.39377020256067 0
0.835,3.385213271857126 3.387847599518678 3.396270023155966 0
0.836,3.389134582909607 3.390341976613379 3.398764400250667 0
0.837,3.393204994123978 3.392830906268523 3.401253329905812 0
0.838,3.397415583810361 3.395314384553751 3.40373680819104 0
0.839,3.401757302682123 3.397792407547312 3.4062148311846 0
0.84,3.406220982794153 3.400264971336068 3.408687394973356 0
0.841,3.410797346598233 3.402732072015504 3.411154495652792 0
0.842,3.415477016106547 3.405193705689732 3.41361612932702 0
0.843,3.420250522154307 3.407649868471495 3.416072292108783 0
0.844,3.425108313752329 3.410100556482178 3.418522980119466 0
0.845,3.430040767520354 3.412545765851809 3.420968189489097 0
0.846,3.435038197191785 3.414985492719069 3.423407916356358 0
0.847,3.440090863180474 3.417419733231297 3.425842156868586 0
0.848,3.44518898220011 3.419848483544495 3.428270907181783 0
0.849,3.450322736926716 3.422271739823333 3.430694163460621 0
0.85,3.455482285694719 3.42468949824116 3.433111921878448 0
0.851,3.460657772217028 3.427101754980006 3.435524178617294 0
0.852,3.465839335319524 3.429508506230587 3.437930929867875 0
0.853,3.471017118680351 3.431909748192314 3.440332171829603 0
0.854,3.476181280564411 3.4343054770733 3.442727900710588 0
0.855,3.481322003543434 3.436695689090361 3.445118112727649 0
0.856,3.486429504192056 3.439080380469026 3.447502804106314 0
0.857,3.491494042750312 3.441459547443541 3.44988197108083 0
0.858,3.496505932743025 3.443833186256878 3.452255609894166 0
0.859,3.501455550546594 3.446201293160737 3.454623716798025 0
0.86,3.50633334489373 3.448563864415553 3.456986288052842 0
0.861,3.511129846306778 3.450920896290505 3.459343319927794 0
0.862,3.515835676450296 3.453272385063517 3.461694808700805 0
0.863,3.520441557393678 3.455618327021268 3.464040750658556 0
0.864,3.524938320774665 3.457958718459194 3.466381142096482 0
0.865,3.529316916854716 3.460293555681499 3.468715979318787 0
0.866,3.533568423457287 3.462622835001155 3.471045258638443 0
0.867,3.53768405478021 3.464946552739913 3.473368976377201 0
0.868,3.541655170073466 3.467264705228305 3.475687128865593 0
0.869,3.545473282173791 3.469577288805652 3.47799971244294 0
0.87,3.549130065887703 3.471884299820069 3.480306723457357 0
0.871,3.552617366214649 3.47418573462847 3.482608158265759 0
0.872,3.555927206402194 3.476481589596577 3.484904013233865 0
0.873,3.559051795825266 3.478771861098919 3.487194284736208 0
0.874,3.561983537681714 3.481056545518848 3.489478969156136 0
0.875,3.564715036496559 3.483335639248532 3.49175806288582 0
0.876,3.567239105427542 3.485609138688973 3.494031562326262 0
0.877,3.569548773364765 3.487877040250005 3.496299463887294 0
0.878,3.571637291817409 3.490139340350302 3.49856176398759 0
0.879,3.573498141580735 3.492396035417382 3.50081845905467 0
0.88,3.575125039176796 3.494647121887617 3.503069545524905 0
0.881,3.576511943062489 3.496892596206233 3.505315019843521 0
0.882,3.577653059598836 3.49913245482732 3.507554878464608 0
0.883,3.578542848775595 3.501366694213835 3.509789117851124 0
0.884,3.579176029685549 3.503595310837611 3.512017734474899 0
0.885,3.579547585743076 3.505818301179355 3.514240724816644 0
0.886,3.579652769641853 3.508035661728665 3.516458085365953 0
0.887,3.579487108046785 3.510247388984024 3.518669812621312 0
0.888,3.579046406015554 3.512453479452813 3.520875903090102 0
0.889,3.578326751145397 3.514653929651315 3.523076353288603 0
0.89,3.577324517441044 3.516848736104718 3.525271159742006 0
0.891,3.576036368899983 3.519037895347123 3.527460318984411 0
0.892,3.574459262811523 3.521221403921549 3.529643827558838 0
0.893,3.572590452766394 3.523399258379938 3.531821682017227 0
0.894,3.570427491373914 3.525571455283161 3.533993878920449 0
0.895,3.567968232684051 3.527737991201021 3.536160414838309 0
0.896,3.565210834311969 3.529898862712263 3.538321286349551 0
0.897,3.562153759262985 3.532054066404577 3.540476490041865 0
0.898,3.558795777456123 3.5342035988746 3.542626022511889 0
0.899,3.555135966944759 3.536347456727929 3.544769880365217 0
0.9,3.551173714833161 3.538485636579118 3.546908060216407 0
0.901,3.546908717888017 3.535618135051691 3.544040558688979 0.01000000000000001
0.902,3.542340982844337 3.53274494877814 3.541167372415428 0.02000000000000002
0.903,3.53747082640545 3.529866074399937 3.538288498037225 0.03000000000000003
0.904,3.532298874937069 3.526981508567534 3.535403932204823 0.04000000000000004
0.905,3.526826063855748 3.524091247940373 3.532513671577662 0.05000000000000004
0.906,3.521053636712317 3.521195289186887 3.529617712824176 0.06000000000000005
0.907,3.517095698997032 3.517237351471602 3.52565977510889 0.07000000000000006
0.908,3.51303522152571 3.51317687400028 3.521599297637568 0.08000000000000007
0.909,3.508872921901827 3.509014574376397 3.517436998013685 0.09000000000000008
0.91,3.504609618215029 3.504751270689599 3.513173694326888 0.1000000000000001
0.911,3.50024622823378 3.50038788070835 3.508810304345638 0.1100000000000001
0.912,3.495783768499629 3.495925420974199 3.504347844611487 0.1200000000000001
0.913,3.491223353324013 3.491365005798583 3.499787429435871 0.1300000000000001
0.914,3.486566193688564 3.486707846163134 3.495130269800422 0.1400000000000001
0.915,3.481813596050014 3.481955248524584 3.490377672161872 0.1500000000000001
0.916,3.476966961050882 3.477108613525452 3.48553103716274 0.1600000000000001
0.917,3.472027782137209 3.47216943461178 3.480591858249068 0.1700000000000002
0.918,3.466997644084708 3.467139296559278 3.475561720196567 0.1800000000000002
0.919,3.461878221434779 3.462019873909349 3.470442297546637 0.1900000000000002
0.92,3.456671276841938 3.456812929316508 3.465235352953796 0.2000000000000002
0.921,3.451378659334296 3.451520311808866 3.459942735446154 0.2100000000000002
0.922,3.446002302488786 3.446143954963356 3.454566378600644 0.2200000000000002
0.923,3.440544222522957 3.440685874997527 3.449108298634815 0.2300000000000002
0.924,3.435006516305211 3.435148168779782 3.44357059241707 0.2400000000000002
0.925,3.429391359285449 3.429533011760019 3.437955435397308 0.2500000000000002
0.926,3.423701003348161 3.423842655822731 3.432265079460019 0.2600000000000002
0.927,3.417937774590089 3.418079427064659 3.426501850701948 0.2700000000000002
0.928,3.412104071024654 3.412245723499225 3.420668147136513 0.2800000000000002
0.929,3.406202360215402 3.406344012689972 3.41476643632726 0.2900000000000003
0.93,3.400235176840816 3.400376829315386 3.408799252952674 0.3000000000000003
0.931,3.3942051201929 3.39434677266747 3.402769196304758 0.3100000000000003
0.9320000000000001,3.388114851611984 3.388256504086554 3.396678927723843 0.3200000000000003
0.9330000000000001,3.381967091860311 3.382108744334881 3.390531167972169 0.3300000000000003
0.9340000000000001,3.375764618436965 3.375906270911535 3.384328694548823 0.3400000000000003
0.9350000000000001,3.369510262836818 3.369651915311388 3.378074338948676 0.3500000000000003
0.9360000000000001,3.36320690775619 3.36334856023076 3.371770983868049 0.3600000000000003
0.9370000000000001,3.35685748424797 3.35699913672254 3.365421560359828 0.3700000000000003
0.9380000000000001,3.350464968829023 3.350606621303593 3.359029044940882 0.3800000000000003
0.9390000000000001,3.344032380542729 3.344174033017299 3.352596456654588 0.3900000000000003
0.9400000000000001,3.337562777979548 3.337704430454119 3.346126854091407 0.4000000000000004
0.9410000000000001,3.331059256258565 3.331200908733135 3.339623332370423 0.4100000000000004
0.9420000000000001,3.324524943972975 3.324666596447545 3.333089020084834 0.4200000000000004
0.9430000000000001,3.317963000102546 3.318104652577116 3.326527076214405 0.4300000000000004
0.9440000000000001,3.311376610896084 3.311518263370654 3.319940687007942 0.4400000000000004
0.9450000000000001,3.304768986726988 3.304910639201558 3.313333062838846 0.4500000000000004
0.9460000000000001,3.298143358925004 3.298285011399574 3.306707435036862 0.4600000000000004
0.9470000000000001,3.291502976587289 3.291644629061859 3.300067052699148 0.4700000000000004
0.9480000000000001,3.284851103371945 3.284992755846516 3.293415179483804 0.4800000000000004
0.9490000000000001,3.278191014277184 3.278332666751754 3.286755090389043 0.4900000000000004
0.9500000000000001,3.271525992409299 3.271667644883869 3.280090068521157 0.5000000000000004
0.9510000000000001,3.264859325742632 3.265000978217202 3.27342340185449 0.5100000000000005
0.9520000000000001,3.258194303874746 3.258335956349316 3.266758379986605 0.5200000000000005
0.9530000000000001,3.251534214779985 3.251675867254555 3.260098290891844 0.5300000000000005
0.9540000000000001,3.244882341564642 3.245023994039212 3.2534464176765 0.5400000000000005
0.9550000000000001,3.238241959226927 3.238383611701497 3.246806035338785 0.5500000000000005
0.9560000000000001,3.231616331424943 3.231757983899513 3.240180407536801 0.5600000000000005
0.9570000000000001,3.225008707255847 3.225150359730417 3.233572783367705 0.5700000000000005
0.9580000000000001,3.218422318049385 3.218563970523955 3.226986394161243 0.5800000000000005
0.9590000000000001,3.211860374178956 3.212002026653526 3.220424450290814 0.5900000000000005
0.96,3.205326061893366 3.205467714367936 3.213890138005225 0.5999999999999994
0.961,3.198822540172383 3.198964192646953 3.207386616284241 0.6099999999999994
0.962,3.192352937609202 3.192494590083772 3.20091701372106 0.6199999999999994
0.963,3.185920349322908 3.186062001797478 3.194484425434766 0.6299999999999994
0.964,3.179527833903961 3.179669486378531 3.18809191001582 0.6399999999999995
0.965,3.173178410395741 3.173320062870311 3.181742486507599 0.6499999999999995
0.966,3.166875055315113 3.167016707789683 3.175439131426971 0.6599999999999995
0.967,3.160620699714967 3.160762352189537 3.169184775826825 0.6699999999999995
0.968,3.15441822629162 3.15455987876619 3.162982302403479 0.6799999999999995
0.969,3.148270466539947 3.148412119014517 3.156834542651805 0.6899999999999995
0.97,3.142180197959032 3.142321850433602 3.15074427407089 0.6999999999999995
0.971,3.136150141311115 3.136291793785685 3.144714217422973 0.7099999999999995
0.972,3.130182957936529 3.130324610411099 3.138747034048388 0.7199999999999995
0.973,3.124281247127277 3.124422899601847 3.132845323239135 0.7299999999999995
0.974,3.118447543561842 3.118589196036412 3.1270116196737 0.7399999999999995
0.975,3.11268431480377 3.11282596727834 3.121248390915629 0.7499999999999996
0.976,3.106993958866482 3.107135611341052 3.11555803497834 0.7599999999999996
0.977,3.10137880184672 3.10152045432129 3.109942877958578 0.7699999999999996
0.978,3.095841095628974 3.095982748103544 3.104405171740833 0.7799999999999996
0.979,3.090383015663145 3.090524668137715 3.098947091775003 0.7899999999999996
0.98,3.085006658817635 3.085148311292205 3.093570734929493 0.7999999999999996
0.981,3.079714041309993 3.079855693784563 3.088278117421852 0.8099999999999996
0.982,3.074507096717153 3.074648749191723 3.083071172829011 0.8199999999999996
