"time","outputs[1]","outputs[2]"
0,25,20
0.02,25,20.19973534970393
0.04,25,20.39891554726114
0.06,25,20.59754237826058
0.08,25,20.79561762074536
0.1,25,20.99314304525944
0.12,25,21.19012041489322
0.14,25,21.38655148532939
0.16,25,21.58243800488793
0.18,25,21.77778171457055
0.2,25,21.97258434810539
0.22,25,22.16684763199095
0.24,25,22.36057328553949
0.26,25,22.55376302092048
0.28,25,22.74641854320316
0.3,25,22.93854155039907
0.32,25,23.13013373350446
0.34,25,23.32119677654163
0.36,25,23.5117323566007
0.38,25,23.70174214388038
0.4,25,23.89122780172886
0.42,25,24.08019098668399
0.44,25,24.26863334851373
0.46,25,24.45655653025506
0.48,25,24.64396216825463
0.5,25,24.83085189220617
0.52,25,25.01722732519039
0.54,25,25.20309008371328
0.5600000000000001,25,25.38844177774388
0.58,25,25.57328401075188
0.6,25,25.75761837974551
0.62,25,25.9414464753084
0.64,25,25.99786431196316
0.66,25,25.98587997449135
0.68,25,25.97391958293792
0.7000000000000001,25,25.96198308945634
0.72,25,25.9500704462958
0.74,25,25.93818160580105
0.76,25,25.926316520412
0.78,25,25.91447514266349
0.8,25,25.90265742518528
0.8200000000000001,25,25.89086332070178
0.84,25,25.87909278203182
0.86,25,25.86734576208858
0.88,25,25.85562221387903
0.9,25,25.84392209050435
0.92,25,25.83224534515955
0.9400000000000001,25,25.82059193113281
0.96,25,25.80896180180582
0.98,25,25.79735491065333
1,25,25.78577121124334
1.02,25,25.77421065723615
1.04,25,25.76267320238503
1.06,25,25.75115880053551
1.08,25,25.73966740562537
1.1,25,25.72819897168438
1.12,25,25.71675345283415
1.14,25,25.70533080328823
1.16,25,25.69393097735122
1.18,25,25.68255392941921
1.2,25,25.67119961397964
1.22,25,25.65986798561056
1.24,25,25.64855899898106
1.26,25,25.63727260885048
1.28,25,25.62600877006861
1.3,25,25.61476743757595
1.32,25,25.60354856640259
1.34,25,25.59235211166828
1.36,25,25.58117802858271
1.38,25,25.57002627244526
1.4,25,25.55889679864453
1.42,25,25.54778956265784
1.44,25,25.53670452005201
1.46,25,25.5256416264823
1.48,25,25.51460083769268
1.5,25,25.50358210951572
1.52,25,25.49258539787201
1.54,25,25.48161065877031
1.56,25,25.47065784830721
1.58,25,25.45972692266713
1.6,25,25.44881783812184
1.62,25,25.43793055103089
1.64,25,25.42706501784056
1.66,25,25.4162211950844
1.68,25,25.40539903938281
1.7,25,25.39459850744265
1.72,25,25.38381955605757
1.74,25,25.37306214210747
1.76,25,25.36232622255835
1.78,25,25.35161175446228
1.8,25,25.34091869495705
1.82,25,25.33024700126617
1.84,25,25.31959663069858
1.86,25,25.30896754064833
1.88,25,25.29835968859493
1.9,25,25.28777303210268
1.92,25,25.27720752882084
1.94,25,25.26666313648309
1.96,25,25.25613981290758
1.98,25,25.2456375159968
2,25,25.23515620373735
2.02,25.08333333333333,25.22469583419979
2.04,25.16666666666666,25.21425636553835
2.06,25.24999999999999,25.20383775599117
2.08,25.33333333333333,25.19343996387948
2.1,25.41666666666666,25.18306294760805
2.12,25.49999999999999,25.17270666566458
2.14,25.58333333333333,25.16237107661959
2.16,25.66666666666666,25.15205613912684
2.18,25.74999999999999,25.14176181192244
2.2,25.83333333333333,25.13148805382485
2.22,25.91666666666666,25.12123482373488
