"time","outputs[1]","outputs[2]","outputs[3]","outputs[4]"
0.55,5.280393809276704,3.685293766457046,1.4,0
0.5600000000000001,5.103291749654737,3.662395826079012,1.5,0
0.5700000000000001,4.931890344304148,3.638691579800086,1.6,0
0.58,4.775511245030434,3.614168979636305,1.7,0
0.59,4.642085592606217,3.588816106831275,1.8,0
0.6,4.537378826261723,3.562621173738274,1.900000000000001,0
0.61,4.464427474318336,3.535572525681661,2,0
0.62,4.423243056640206,3.507658642797286,2.100000000000001,0
0.63,4.410812082815131,3.478868141851608,2.200000000000001,0
0.64,4.421392146064994,3.449189778039239,2.300000000000001,0
0.65,4.447075128975117,3.418612446758632,2.400000000000001,0
0.66,4.478562390368127,3.387125185365621,2.500000000000001,0
0.67,4.506076052458707,3.354717174904557,2.600000000000001,0
0.68,4.520317184984019,3.32137774181674,2.700000000000001,0
0.6900000000000001,4.513377092404106,3.2870963596259,2.800000000000001,0
0.7000000000000001,4.479512500867049,3.251862650600451,2.900000000000001,0
0.71,4.415708764075245,3.215666387392254,3.000000000000001,0
0.72,4.321975957378371,3.178497494651633,3.100000000000001,0
0.73,4.201348876182367,3.14034605061839,3.200000000000002,0
0.74,4.059590938674695,3.170774169653479,3.23042811903509,0
0.75,3.904630976777042,3.200701324787548,3.260355274169159,0
0.76,3.745788046000389,3.230122790175875,3.289776739557486,0
0.77,3.592860135066601,3.259033919828011,3.318687869209622,0
0.78,3.455165978602258,3.287430148341435,3.347084097723046,0
0.79,3.34063376681091,3.315306991622486,3.374960941004097,0
0.8,3.255025955429486,3.34266004759445,3.402313996976061,0
0.8100000000000001,3.255025955429486,3.34266004759445,3.402313996976061,0
0.8200000000000001,3.265326521908651,3.352960614073615,3.412614563455226,0
0.8300000000000001,3.284919363651734,3.372553455816698,3.432207405198309,0
0.84,3.311886596797565,3.399520688962529,3.45917463834414,0
0.85,3.357650234838358,3.42419169575689,3.483845645138501,0
0.86,3.40940510006145,3.448314263145344,3.507968212526955,0
0.87,3.45737011419193,3.471884581894862,3.531538531276473,0
0.88,3.492243117461394,3.494898929978878,3.554552879360489,0
0.89,3.506112156318322,3.517353673165037,3.577007622546649,0
0.9,3.493230670907713,3.539245265589089,3.5988992149707,0
0.91,3.450580701456265,3.560570250314814,3.620224199696425,0
0.92,3.378168982888567,3.531325259879915,3.590979209261526,0.1
0.93,3.279026943763582,3.501507016827784,3.561160966209395,0.2
0.9400000000000001,3.158914609531567,3.471112334225044,3.530766283606655,0.3
0.9500000000000001,3.025757394022528,3.440138116164805,3.499792065546417,0.4
0.96,2.888870909841046,3.408581358255547,3.468235307637158,0.5
0.97,2.758049678531543,3.376439148095541,3.436093097477152,0.6
0.98,2.642608943819614,3.343708665732758,3.403362615114369,0.7
0.99,2.550473381835546,3.310387184110168,3.370041133491779,0.7999999999999999
1,2.487401911625634,3.276472069496376,3.336126018877987,0.8999999999999999
1.01,2.45642448681535,3.241960781901518,3.301614731283129,0.9999999999999999
1.02,2.457545999099173,3.206850875478354,3.266504824859966,1.1
1.03,2.487746277468135,3.171139998908497,3.230793948290108,1.2
1.04,2.541276183175199,3.134825895773713,3.194479845155324,1.3
1.05,2.610220816527673,3.097906404912234,3.157560354293845,1.4
1.06,2.685274704832075,3.060379460760033,3.120033410141644,1.5
1.07,2.756653090627657,3.022243093677,3.081897043058611,1.6
1.08,2.815050116903212,2.983495430257969,3.04314937963958,1.7
1.09,2.85255011539129,2.944134693628554,3.003788643010165,1.8
1.1,2.863402794634426,2.904159203725733,2.963813153107344,1.900000000000001
1.11,2.844586446959581,2.863567377563155,2.923221326944766,2
1.12,2.79610404368618,2.822357729481108,2.882011678862719,2.100000000000001
1.13,2.720983234656904,2.780528871381123,2.840182820762734,2.200000000000001
1.14,2.624980252091313,2.73807951294517,2.797733462326781,2.300000000000001
1.15,2.516016702673302,2.695008461839418,2.754662411221029,2.400000000000001
1.16,2.403404378547113,2.651314623902512,2.710968573284124,2.500000000000001
1.17,2.296933968085901,2.606997003318361,2.666650952699972,2.600000000000001
1.18,2.205916869738366,2.562054702773381,2.621708652154992,2.700000000000001
1.19,2.138273902859483,2.565009516656592,2.624663466038204,2.702954813883212
1.2,2.099760118830856,2.56754687818697,2.627200827568581,2.70549217541359
1.21,2.093401593334625,2.569666386685713,2.629320336067325,2.707611683912333
1.22,2.119199330455676,2.571367707457862,2.631021656839473,2.709313004684482
1.23,2.174129262523083,2.572650571845141,2.632304521226752,2.710595869071761
1.24,2.252438345690817,2.573514777268395,2.633168726650006,2.711460074495015
1.25,2.346207767346813,2.573960187259568,2.633614136641179,2.711905484486188
1.26,2.44612813467574,2.573986731483259,2.63364068086487,2.711932028709879
1.27,2.541233786305256,2.573986731483259,2.63364068086487,2.711932028709879
1.28,2.622135485742751,2.573986731483259,2.63364068086487,2.711932028709879
1.29,2.680914010971998,2.573986731483259,2.63364068086487,2.711932028709879
1.3,2.711815710409493,2.573986731483259,2.63364068086487,2.711932028709879
1.31,2.711815710409493,2.573986731483259,2.63364068086487,2.711932028709879
1.32,2.680914010971998,2.573986731483259,2.63364068086487,2.711932028709879
1.33,2.622135485742751,2.573986731483259,2.63364068086487,2.711932028709879
1.34,2.541233786305257,2.573986731483259,2.63364068086487,2.711932028709879
1.35,2.446128134675741,2.573986731483259,2.63364068086487,2.711932028709879
1.36,2.346128134675741,2.573986731483259,2.63364068086487,2.711932028709879
1.37,2.251022483046226,2.573986731483259,2.63364068086487,2.711932028709879
1.38,2.170120783608731,2.573986731483259,2.63364068086487,2.711932028709879
1.39,2.111342258379484,2.573986731483259,2.63364068086487,2.711932028709879
1.4,2.080440558941989,2.573986731483259,2.63364068086487,2.711932028709879
1.41,2.08044055894199,2.573986731483259,2.63364068086487,2.711932028709879
1.42,2.111342258379485,2.573986731483259,2.63364068086487,2.711932028709879
1.43,2.170120783608732,2.573986731483259,2.63364068086487,2.711932028709879
1.44,2.251022483046226,2.573986731483259,2.63364068086487,2.711932028709879
1.45,2.346128134675741,2.573986731483259,2.63364068086487,2.711932028709879
1.46,2.446128134675742,2.573986731483259,2.63364068086487,2.711932028709879
1.47,2.541233786305257,2.573986731483259,2.63364068086487,2.711932028709879
1.48,2.622135485742752,2.573986731483259,2.63364068086487,2.711932028709879
1.49,2.680914010971999,2.573986731483259,2.63364068086487,2.711932028709879
1.5,2.711815710409494,2.573986731483259,2.63364068086487,2.711932028709879
