"time","outputs"
0,282.842712474619
2.968163749350886e-05,282.3471797283194
2.968163749350886e-05,282.3471797283194
0.0001359041780470433,280.5738522746706
0.0001359041780470433,280.5738522746706
0.0002,279.504158109767
0.0004,276.1841189571264
0.0006000000000000001,272.9157241601717
0.0008,269.709612609737
0.001,266.5511073485974
0.0012,263.4000751762033
0.0014,260.1930722826788
0.001492971244313757,258.6601890049984
0.001492971244313757,258.6601890049984
0.0016,256.8743302319398
0.0018,253.5372763152758
0.001886080095901522,252.1010440864557
0.001886080095901522,252.1010440864557
0.002,250.2078893856221
0.0022,247.0168569329481
0.0024,244.1797644255867
0.0026,241.8837944353639
0.0028,240.2796681034677
0.003,239.4783583327312
0.0032,239.5483100950172
0.0034,240.5139664209686
0.0036,242.3554562110471
0.0038,245.0082098916081
0.004,248.3652335580641
0.004200000000000001,252.2799651796092
0.0044,256.5698873262812
0.0046,261.0209943476194
0.0048,265.3935100146358
0.005,269.4272196549032
0.005200000000000001,272.8481265883912
0.005233321332438187,273.338777363563
0.005233321332438187,273.338777363563
0.0054,275.3908453758579
0.0056,276.89767636639
0.0058,277.2562855041184
0.005949197261989579,276.7125556833657
0.005949197261989579,276.7125556833657
0.006,276.4018171554044
0.006200000000000001,275.1659673554091
0.0064,273.9790516494377
0.0066,272.9128522777907
0.0068,272.0113421809075
0.007,271.2895586060349
0.007200000000000001,270.7334497908279
0.0074,270.301989595195
0.0076,269.9272280571101
0.007800000000000001,269.5155649078384
0.008,268.9510391914981
0.008200000000000001,268.0972887929088
0.008400000000000001,266.8034450105078
0.008508279461001762,265.8618627128284
0.008508279461001762,265.8618627128284
0.0086,264.9093135038057
0.008800000000000001,262.340072422556
0.008800593744839118,262.3314599087142
0.008800593744839118,262.3314599087142
0.009000000000000001,259.4565552984679
0.0092,256.7364504456481
0.0094,254.349275522886
0.009600000000000001,252.4328666924283
0.0098,251.0896208840412
0.01,250.3842284991686
0.0102,250.3425375528017
0.0104,250.9509603092202
0.0106,252.1568098098624
0.0108,253.8697268021883
0.011,255.9642629001211
0.0112,258.2831157102077
0.0114,260.6410310606639
0.0116,262.8293634959779
0.0118,264.621460793594
0.01183391452232373,264.8690601955712
0.01183391452232373,264.8690601955712
0.012,265.7952248410934
0.0122,266.2378551520964
0.0124,265.8777378453698
0.01251315369598321,265.2893436928397
0.01251315369598321,265.2893436928397
0.0126,264.7403070101365
0.0128,263.6230361431491
0.013,262.7891519254545
